,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Most_Important_Issue,Avg_Residancy_Altitude,Will_vote_only_large_party,Financial_agenda_matters
9328,Greens,813.764502702,926.620641599,641.632081242,Other,118.717745525,Yes,Yes
9329,Yellows,475.476208709,582.91814441,655.755536138,Financial,184.929482147,Yes,No
9330,Yellows,401.134843833,594.698225024,624.461639256,Healthcare,213.51003683,Yes,No
9331,Yellows,406.022650177,647.289608929,607.938292943,Environment,174.972983601,Yes,No
9332,Blues,410.358818007,532.228613941,596.891227969,Education,280.77593083,Yes,No
9333,Yellows,396.260036374,543.1819219,637.207676902,Environment,211.577173178,Yes,No
9334,Pinks,753.871199164,182.354594115,391.572198303,Military,279.332858656,Yes,Yes
9335,Oranges,445.76422763,608.592149353,743.73079428,Environment,118.587371001,Yes,No
9336,Yellows,393.473738101,563.397703895,609.174873681,Social,185.338381286,Yes,No
9337,Browns,432.361022347,77.1965918844,216.955050035,Healthcare,445.186340409,No,No
9338,Blues,586.451555449,677.506358898,674.850687946,,139.527979781,Yes,No
9339,Oranges,423.034038813,601.662588097,770.136992286,Healthcare,136.068237289,Yes,No
9340,Yellows,419.406220614,587.18827055,,Social,107.586182696,Yes,No
9341,Blues,434.37819404,583.286299037,598.162040686,Social,217.91207689,Yes,No
9342,Oranges,392.043156249,580.706883521,770.02319134,Financial,202.524554479,Yes,No
9343,Oranges,466.054618801,596.910380206,800.310985508,Education,54.1369202847,Yes,No
9344,Oranges,415.963407248,544.750567732,738.371512042,Financial,323.504763649,Yes,No
9345,Pinks,769.418782953,752.077954356,914.687398148,Military,61.6054303478,Yes,Yes
9346,Reds,390.023249735,677.13223668,828.777884735,Environment,207.731284042,Yes,No
9347,Oranges,400.725485832,572.760254316,721.347875597,Education,198.245988359,Yes,No
9348,Yellows,345.917110664,538.675383105,645.655003398,Environment,189.593710971,Yes,No
9349,Yellows,417.673319683,602.370290035,641.431757806,Environment,239.177173754,Yes,No
9350,Blues,447.127242269,591.976873862,604.421660794,Education,187.704617787,Yes,No
9351,Greys,600.081247877,578.291376848,631.564809975,Social,9.81492744187,Yes,No
9352,Reds,379.042850439,709.972481746,829.96094425,Social,11.23849464,Yes,No
9353,Yellows,398.549966509,636.322909327,622.983444346,Education,324.419203196,Yes,No
9354,Oranges,385.91340875,602.593680442,776.928844506,Education,180.123314375,Yes,No
9355,Yellows,476.302889978,604.394713728,645.14525914,Environment,12.1750672422,Yes,No
9356,Oranges,371.938485111,590.311511996,767.10548679,Financial,200.260280688,Yes,No
9357,Greys,430.03734009,608.843371995,742.943103677,Environment,195.112295245,Yes,No
9358,Oranges,427.571614709,600.059290488,,Education,259.095688903,Yes,No
9359,Yellows,411.775663366,582.804986028,585.543625655,Healthcare,45.4058921765,Yes,No
9360,Greys,457.888682497,589.344625298,723.073351542,Healthcare,122.790032706,Yes,No
9361,Oranges,424.87032628,575.241608122,772.443591891,Environment,183.931703736,Yes,No
9362,Yellows,446.902549396,478.010931583,737.10561219,Environment,185.017855433,Yes,No
9363,Greens,235.655708947,575.497229212,28.5250595771,Other,135.411027937,Yes,Yes
9364,Whites,979.281420587,996.759768431,984.676254153,Foreign_Affairs,150.437059908,Yes,Yes
9365,Reds,637.641156704,666.022535559,702.981489418,Environment,164.821704416,Yes,No
9366,Reds,402.107670572,717.739017701,854.54629974,Healthcare,71.27983343,Yes,No
9367,Yellows,412.686770156,616.924686517,648.873069639,Education,247.724872893,Yes,No
9368,Greens,513.592824775,902.361095817,450.695627602,Other,50.9322771966,Yes,Yes
9369,Blues,430.010543781,566.038899645,584.377902285,Environment,84.5783240036,Yes,No
9370,Blues,389.659540785,573.016411868,595.310610898,Healthcare,133.187853333,Yes,No
9371,Blues,417.029799062,600.309555262,627.797969777,Environment,60.7075760583,Yes,No
9372,Reds,390.020853188,701.825287667,852.966564615,Environment,98.0192762356,Yes,No
9373,Oranges,777.149496069,822.887625512,689.084563459,Education,55.3700128574,Yes,No
9374,Oranges,422.319919209,589.766652221,743.216572406,Education,137.306936117,Yes,No
9375,Pinks,353.007577912,212.015113793,653.133064029,Other,135.778672745,Yes,Yes
9376,Greys,471.046174253,593.994209651,730.662766194,Education,153.298337294,Yes,No
9377,Greens,903.475708274,904.640316906,799.431506312,Foreign_Affairs,313.512699175,Yes,Yes
9378,Yellows,420.051817357,584.042316016,601.806911199,Social,7.28079269485,Yes,No
9379,Whites,83.8590071071,111.538011992,215.474645779,Military,268.577184372,Yes,Yes
9380,Blues,617.33166816,647.011899677,656.896709161,Social,59.3738182105,Yes,
9381,Yellows,542.013490107,630.130009699,840.186064851,Environment,33.8554322056,Yes,No
9382,Oranges,398.075075497,591.277285204,761.43033199,Financial,201.160872752,Yes,No
9383,Greens,555.540726382,742.737137793,357.725383015,Foreign_Affairs,143.862073433,Yes,Yes
9384,Browns,166.805443862,652.446225391,403.021649273,Environment,491.758217762,No,No
9385,Yellows,517.182620995,537.604519873,773.212498323,Social,263.261836042,Yes,No
9386,Oranges,442.845228283,579.462932672,784.503696096,Environment,273.566087048,Yes,No
9387,Whites,518.526482163,976.045923694,978.665528441,Military,93.9136035818,Yes,Yes
9388,Blues,638.995501048,680.877892196,697.071326163,Environment,48.4299022005,Yes,No
9389,Yellows,415.281146253,597.812618924,616.138647835,Financial,252.410235831,Yes,No
9390,Whites,715.614702785,805.103248574,736.154928345,Foreign_Affairs,222.643331596,Yes,Yes
9391,Blues,586.662444397,644.177221985,671.970188427,Education,44.2674285423,Yes,No
9392,Blues,577.697039595,643.334100381,654.317592603,Environment,248.24466619,Yes,No
9393,Reds,664.49854861,700.215330894,708.370496849,Social,249.374996569,Yes,No
9394,Blues,411.327650751,564.043502467,597.73882542,Financial,97.9259293445,Yes,No
9395,Blues,432.904270496,595.602310137,608.53302943,Financial,26.5939007623,Yes,No
9396,Reds,593.535380566,680.294746908,694.892093071,Social,170.673452979,Yes,No
9397,Reds,651.265085265,689.782471795,717.252905114,Social,46.2292302442,Yes,No
9398,Greens,965.805432409,559.47314202,259.025430307,Foreign_Affairs,18.5948553743,Yes,Yes
9399,Yellows,566.466357691,616.663235484,825.496586999,Education,154.233339348,Yes,No
9400,Reds,402.362290308,674.558970647,858.287585623,Healthcare,98.7948523879,Yes,No
9401,Oranges,416.462324534,544.231145475,752.439660812,Social,87.8217702992,Yes,No
9402,Yellows,453.633024474,568.606282664,804.943514825,Social,280.543272042,Yes,No
9403,Yellows,396.761708206,542.374675378,637.71162462,Healthcare,331.204155089,Yes,No
9404,Reds,411.485962714,710.940221898,847.577983871,Financial,276.989181575,Yes,No
9405,Blues,414.402110183,580.868811081,592.264831459,Environment,188.843007428,Yes,No
9406,Greys,657.590439373,638.880877898,674.41256057,Financial,89.1476696066,Yes,No
9407,Blues,408.812204053,568.353806942,578.579158622,Healthcare,198.888278785,Yes,No
9408,Greys,472.213265846,618.219227493,736.723461466,Social,37.2160604633,Yes,No
9409,Yellows,362.769333088,589.780832405,568.108207315,Healthcare,156.600854484,Yes,No
9410,Greys,439.481046391,597.063575654,730.467859557,Healthcare,183.95650738,,No
9411,Yellows,404.774512276,638.739090327,701.921435114,Education,304.584653512,Yes,No
9412,Yellows,506.391615862,637.188459111,746.792834992,Financial,9.85189214631,Yes,No
9413,Yellows,381.374648823,563.038839404,603.52271223,Social,172.964204172,Yes,No
9414,Greys,657.174718403,609.676721629,657.79006222,Environment,98.2098601145,Yes,No
9415,Greys,642.568311558,610.448415942,673.608222526,Social,165.189931446,Yes,No
9416,Reds,,648.996842648,676.589046941,Social,28.7344651839,Yes,No
9417,Yellows,487.975630735,628.640848112,589.479081201,Environment,191.635038433,Yes,No
9418,Yellows,428.90873943,608.13633204,620.543723423,Environment,83.2422667068,Yes,No
9419,Blues,591.129867248,637.784942486,657.927011944,Social,102.405861808,Yes,No
9420,Greys,467.048606984,622.12166129,757.941710023,Social,163.041572164,Yes,No
9421,Blues,399.718963339,584.281662006,595.715849292,Social,190.528479609,Yes,No
9422,Oranges,412.616240864,579.547489288,778.152536636,Social,142.857909466,Yes,No
9423,Greys,457.427679039,595.03363881,734.935071793,Social,129.269075863,Yes,No
9424,Blues,422.818057232,613.945042914,589.653281871,Social,112.892788344,Yes,No
9425,Purples,225.231460357,542.461417067,603.434755729,Environment,313.570208118,No,Yes
9426,Blues,390.050844819,542.873335102,579.008743611,Financial,109.039252688,Yes,No
9427,Reds,365.085864901,666.322618789,819.096912783,Social,155.739474683,Yes,No
9428,Greys,440.053343348,599.339781011,726.538988305,Social,224.843120349,Yes,No
9429,Blues,629.738509579,636.615348832,710.075425837,Environment,290.227151323,Yes,No
9430,Oranges,421.872598112,607.177141684,756.120178036,Healthcare,96.6462089463,Yes,No
9431,Reds,377.601040554,685.568774387,837.472241478,Financial,55.2665214872,Yes,No
9432,Reds,424.633776565,742.02525867,861.602555457,Financial,240.233153037,Yes,No
9433,Oranges,443.257765707,562.895325311,768.792404376,Education,50.7032120618,Yes,No
9434,Pinks,938.189672961,447.981963865,779.930433547,Other,189.593761687,Yes,Yes
9435,Blues,434.363364702,604.795492225,583.510355378,Financial,86.2533940947,Yes,No
9436,Reds,353.610120558,673.617825755,835.231568293,Environment,39.1979868687,Yes,
9437,Reds,590.820791595,623.579558017,672.948634118,Environment,232.728856403,Yes,No
9438,Blues,423.126875917,574.120328455,600.09997537,Education,176.675651278,Yes,No
9439,Greens,614.522105242,437.396547722,406.194923911,Other,104.462553343,Yes,Yes
9440,Yellows,492.697299967,607.227868536,791.006661471,Financial,61.3428405011,Yes,No
9441,Yellows,372.015076884,577.636237603,622.07140238,Environment,80.8827316339,Yes,No
9442,Oranges,430.25118908,554.72536442,729.630108508,Healthcare,224.439796177,Yes,No
9443,Yellows,563.74083251,551.216226058,848.065936192,Social,22.4975068136,Yes,No
9444,Blues,443.952490581,581.370160848,626.445881174,Financial,209.791991852,Yes,No
9445,Reds,412.723498686,714.409600511,892.865050334,Social,49.6001840645,Yes,No
9446,Pinks,979.834708461,845.580086345,931.654312618,Military,63.6803774175,Yes,Yes
9447,Whites,464.655479882,655.93816879,785.58367915,Foreign_Affairs,37.4941447627,Yes,Yes
9448,Pinks,699.592343024,70.6036058255,866.015793207,Other,46.9411614092,Yes,Yes
9449,Blues,585.150903829,632.755984417,639.103391569,Financial,191.711657199,Yes,No
9450,Greys,632.812189733,597.031924988,656.08635101,Healthcare,92.6355375412,Yes,No
9451,Oranges,421.101073253,559.486150147,776.868933411,Environment,153.552794802,Yes,No
9452,Reds,382.126279658,703.295650151,811.989468259,Environment,91.4956161715,Yes,No
9453,Yellows,379.322942112,556.143572158,547.975446575,Social,116.269085342,Yes,No
9454,Blues,431.66243487,577.285497119,598.532556381,Social,44.0939665252,Yes,No
9455,Reds,383.586068124,698.56231594,876.751369423,Environment,97.1485218776,Yes,No
9456,Reds,650.658816766,699.79631626,728.956131899,Education,47.8377747234,Yes,No
9457,Browns,197.785124281,499.130800747,688.579527656,Financial,455.21961947,No,No
9458,Blues,592.559931457,611.653357424,634.90413882,Healthcare,85.1049150728,Yes,No
9459,Reds,373.595809305,713.485245853,844.265547396,Healthcare,57.6676334265,Yes,No
9460,Pinks,952.609148373,361.109247664,482.901300937,Other,62.3206831034,Yes,Yes
9461,Greens,650.437051195,319.333557726,228.851075051,Foreign_Affairs,190.531613432,Yes,Yes
9462,Yellows,371.558012001,571.784806106,584.513925239,Healthcare,35.1124193826,Yes,No
9463,Yellows,377.262255452,553.972669965,612.468466263,Social,338.90766571,Yes,No
9464,Blues,568.295314424,651.574060496,652.14193615,Education,161.533205819,Yes,No
9465,Yellows,368.137586208,550.566130025,602.034183772,Education,73.0583545371,Yes,No
9466,Oranges,392.065290593,523.527583525,783.604805011,Social,287.102336398,Yes,No
9467,Blues,388.150445548,543.394291172,582.779954735,Social,120.37647453,Yes,No
9468,Browns,211.456252807,234.51334592,249.318465633,Environment,424.886359924,No,No
9469,Blues,423.24222882,577.247617642,599.136569098,Environment,64.0087307471,Yes,No
9470,Oranges,390.906448757,542.438301275,750.595464217,Environment,39.4306318782,Yes,No
9471,Whites,387.68338901,752.665763897,398.98801199,Military,159.463972655,Yes,Yes
9472,Whites,231.008729199,506.548024091,368.96433109,Foreign_Affairs,65.206112067,Yes,Yes
9473,Oranges,784.788117862,818.839091177,,Environment,75.4307794614,Yes,No
9474,Yellows,467.528872824,565.401474114,800.733160987,Environment,180.796001454,Yes,No
9475,Greys,610.561159788,559.267187818,635.157492096,Financial,263.036182165,Yes,No
9476,Blues,,630.334340563,648.796806859,Financial,100.030003041,Yes,No
9477,Greys,493.918826457,618.844886805,782.202550721,Education,133.061459152,Yes,No
9478,Blues,448.765850742,592.6773001,622.335641336,Social,128.272378666,Yes,No
9479,Blues,420.492857907,594.863752812,619.794488879,Social,58.371342615,Yes,No
9480,Yellows,364.76076974,586.214771397,608.786315946,Healthcare,88.9224239589,Yes,No
9481,Blues,477.557291582,590.964040108,628.235421513,Healthcare,195.335324107,Yes,No
9482,Reds,612.297251593,684.641516198,689.72811743,Healthcare,276.492336339,Yes,No
9483,Yellows,316.650365678,614.043296567,624.760092227,Financial,88.9231234702,Yes,No
9484,Whites,685.71283319,726.05370437,741.764851918,Military,181.059877252,Yes,Yes
9485,Greys,434.262683499,570.335315767,714.451541869,Social,67.8492716783,Yes,No
9486,Yellows,504.166092353,637.51663601,812.796982476,Environment,137.436000065,Yes,No
9487,Oranges,766.681910235,851.619013474,703.641641135,Financial,110.251423336,Yes,No
9488,Greys,456.80757574,617.276491839,735.447375372,Social,163.632798358,Yes,No
9489,Browns,687.734194771,597.546750541,113.330970168,Healthcare,538.568487834,No,No
9490,Reds,566.063878498,627.671540998,674.521863396,Financial,75.9554263925,Yes,No
9491,Whites,652.404451044,654.212618922,725.473406527,Military,190.334083286,Yes,Yes
9492,Greens,824.705256134,949.264104794,679.322588025,Foreign_Affairs,72.7329336175,Yes,Yes
9493,Yellows,427.550291287,570.108839186,649.934373546,Education,232.672866939,Yes,No
9494,Greys,631.104788001,620.623105846,654.463741073,Healthcare,190.613677061,Yes,No
9495,Oranges,467.118255479,588.855425707,797.023050392,Social,68.3621705504,Yes,No
9496,Yellows,491.026008194,,780.442559254,Social,277.940165407,Yes,No
9497,Greys,443.068976139,624.519856959,733.436919147,Environment,142.527430308,Yes,No
9498,Yellows,484.396201961,605.728953285,620.856307509,Healthcare,83.6969451593,Yes,No
9499,Whites,914.876574185,918.581030847,983.767369345,Military,182.468622191,Yes,Yes
9500,Greys,626.991640293,625.029421835,665.048636615,Healthcare,42.4235586932,Yes,No
9501,Reds,605.131886303,683.260688967,727.318458449,Financial,146.239696539,Yes,No
9502,Greens,484.887215501,832.630182258,251.45224249,Other,74.246775494,Yes,Yes
9503,Pinks,897.036976288,197.141488083,843.167663106,Military,245.2309172,Yes,Yes
9504,Yellows,364.092852635,544.722549951,578.6090379,Financial,34.1816463982,Yes,No
9505,Blues,441.867165053,595.528798962,617.318457613,Healthcare,66.7276883647,Yes,No
9506,Browns,29.7192514726,441.935293541,135.053062823,Financial,392.108759647,No,No
9507,Greens,886.147239836,747.284022838,135.225391015,Foreign_Affairs,54.1355524976,Yes,Yes
9508,Whites,414.515173761,813.369855058,689.383886536,Military,52.1224895593,Yes,Yes
9509,Blues,582.929331592,652.321667809,665.227830211,Healthcare,340.322977061,Yes,No
9510,Blues,590.458256168,651.365259954,650.525357013,Social,85.5979652918,Yes,No
9511,Greys,640.792123871,605.788031748,674.285699843,Healthcare,344.063055556,Yes,No
9512,Yellows,526.841974337,697.384552564,783.394658074,Healthcare,105.333087301,Yes,No
9513,Yellows,402.987304968,575.580614047,618.59376565,Healthcare,248.570450912,Yes,No
9514,Yellows,503.457066622,661.846749915,850.765866717,Financial,131.947053191,Yes,No
9515,Reds,577.200799763,634.984304967,690.441968508,Environment,315.257187151,Yes,No
9516,Blues,602.442505424,639.431151988,673.313550013,Financial,220.150435937,Yes,No
9517,Yellows,384.497019461,617.44796151,609.87963217,Social,161.846245569,Yes,No
9518,Blues,594.116003953,624.083778268,686.863033882,Environment,36.4930881111,Yes,No
9519,Oranges,396.127085407,565.579932045,770.024394054,Education,45.5378396887,Yes,No
9520,Reds,597.00934635,683.312217774,722.467508563,Healthcare,158.060336481,Yes,No
9521,Reds,357.192397687,692.323867024,835.722190421,Social,51.1989856952,Yes,No
9522,Blues,584.641393555,630.230987234,665.365861952,Social,193.956686445,Yes,No
9523,Yellows,429.068176642,614.620300262,627.913818365,Healthcare,61.4354174169,Yes,No
9524,Oranges,434.362693348,575.087751135,759.831149216,Social,20.0425436085,Yes,No
9525,Pinks,985.831421882,964.102827944,974.90626919,Military,277.300227213,Yes,Yes
9526,Whites,18.6077062972,433.30493931,606.102717361,Foreign_Affairs,299.387339827,Yes,Yes
9527,Oranges,410.74785967,553.691247213,738.616382517,Financial,57.7056237526,Yes,No
9528,Yellows,481.470930451,580.728054061,840.573656047,Environment,128.317838271,Yes,No
9529,Greys,434.818784843,577.023712342,713.648425642,Education,119.941047126,Yes,No
9530,Greens,430.563920381,355.083418544,155.649875058,Other,135.182249579,Yes,Yes
9531,Blues,606.681300936,651.142990893,668.802674557,Environment,65.4896455525,Yes,No
9532,Whites,623.959243298,973.705808381,915.283032247,Foreign_Affairs,286.850571574,Yes,Yes
9533,Yellows,458.871271588,611.71819994,849.403236088,Healthcare,53.4705548609,Yes,No
9534,Blues,375.076975382,575.221536419,600.120862594,Social,61.975260717,Yes,No
9535,Reds,439.222000671,732.83303641,867.469314518,Social,229.777940848,Yes,No
9536,Oranges,797.517045761,859.475190254,699.827025785,Social,168.259551578,Yes,No
9537,Yellows,549.111442745,554.60498937,657.899671865,Healthcare,18.0262712832,Yes,No
9538,Reds,582.880845784,647.143383819,670.515195525,Education,333.339430228,Yes,No
9539,Blues,421.595554399,579.346261977,600.536642845,Environment,48.1344660841,Yes,No
9540,Blues,415.917919074,570.129795563,571.531895767,Healthcare,206.837750719,Yes,No
9541,Blues,581.553712729,654.068698467,656.726535817,Financial,16.5861164195,Yes,No
9542,Yellows,455.800869539,677.455788337,609.950853293,Social,107.063113545,Yes,No
9543,Blues,395.643575835,549.698498173,579.292242226,Healthcare,176.623778479,Yes,No
9544,Yellows,416.835127281,602.401010164,594.343499698,Environment,63.3284745881,Yes,No
9545,Yellows,404.718400709,627.640581247,608.989100441,Environment,219.614222293,Yes,No
9546,Greys,417.854471208,609.593488355,716.311591231,Social,24.9799722544,Yes,No
9547,Oranges,457.367617211,568.691125442,729.001040448,Environment,115.38011158,Yes,No
9548,Yellows,400.164986335,551.343561185,561.169401152,Environment,260.115739375,Yes,No
9549,Greys,620.219810694,577.180368828,662.931229808,Environment,259.628776428,Yes,No
9550,Oranges,447.63003978,598.168368508,811.743275425,Education,285.104397109,Yes,No
9551,Reds,596.603534008,668.525808681,686.884371938,Healthcare,126.853143136,Yes,No
9552,Yellows,403.12242434,633.342523979,635.102037401,Social,95.6007068276,Yes,No
9553,Reds,363.256861063,712.625638956,838.993103614,Social,25.5169579316,Yes,No
9554,Yellows,415.969379902,604.823888894,661.339115689,Environment,95.5184768327,Yes,No
9555,Blues,604.856937942,681.46669968,681.276593822,Environment,272.788488471,Yes,No
9556,Oranges,430.286747289,571.146916274,766.094162368,Education,13.2599506523,Yes,No
9557,Yellows,337.083713985,619.263368307,626.225008442,Social,251.795556688,Yes,No
9558,Yellows,501.500122993,646.713573712,806.442929722,Education,17.8833794543,Yes,No
9559,Whites,266.993399942,893.989460108,286.281133792,Foreign_Affairs,184.993898501,Yes,Yes
9560,Yellows,535.266893788,626.535500734,766.912064602,Financial,91.6936311359,Yes,No
9561,Oranges,470.700289194,617.421579744,792.363350554,Environment,91.4034165209,Yes,No
9562,Oranges,395.977502686,549.796065708,714.739392028,Healthcare,220.070114649,Yes,No
9563,Blues,645.815332111,678.232072406,681.33948539,Healthcare,79.8837530932,Yes,No
9564,Reds,386.11371267,690.168246927,859.343971274,Education,219.418431784,Yes,No
9565,Greys,,624.606839138,678.927910554,Social,191.731358093,Yes,No
9566,Greys,449.344693744,574.654019945,715.806228984,Financial,59.457686704,Yes,No
9567,Oranges,378.461577864,546.658958866,722.829518255,Healthcare,324.106796106,Yes,No
9568,Reds,624.977918863,708.445591145,733.260721777,Environment,183.597329198,Yes,No
9569,Greens,981.327838305,990.131320013,957.1549471,Other,19.7454572065,Yes,Yes
9570,Pinks,977.444989587,746.960014338,748.977088983,Military,319.998468706,Yes,Yes
9571,Purples,641.96504557,684.35843279,823.528599518,Financial,-64.6151718672,No,Yes
9572,Reds,620.588898387,739.140389792,720.994529473,Environment,40.5251275192,Yes,No
9573,Whites,524.053287692,599.958490948,560.837014716,Military,124.587378427,Yes,Yes
9574,Greys,609.479577187,566.192275881,648.683574132,Education,72.6441484523,Yes,No
9575,Yellows,388.754615046,559.743713517,628.975397834,Social,47.7485595074,Yes,No
9576,Oranges,420.562958494,577.609513765,765.566931716,Social,32.7191504482,Yes,No
9577,Yellows,436.961494161,550.395659955,593.474999599,Financial,95.7673473225,Yes,No
9578,Browns,86.7741811398,295.28949253,845.585335543,Financial,395.998173256,No,No
9579,Reds,372.574185731,727.466304584,867.00585428,Education,26.8263500247,Yes,No
9580,Yellows,419.690126873,590.460159277,604.586022016,Financial,52.7256774545,Yes,No
9581,Yellows,431.934774186,581.829281106,795.410265934,Social,100.055328504,Yes,No
9582,Blues,619.55420981,640.694821429,654.013772474,Environment,37.1380670549,Yes,No
9583,Blues,428.638647957,582.792977032,595.881073979,,16.0770354346,Yes,No
9584,Reds,603.957651287,640.628380648,686.516999201,Social,101.682250498,Yes,No
9585,Reds,585.179892663,629.94191465,698.309669912,Healthcare,183.738000097,Yes,No
9586,Pinks,952.378761811,919.036112726,942.107059188,Other,295.226944662,Yes,Yes
9587,Purples,317.62160461,555.138726747,538.918790684,Environment,260.592982585,No,Yes
9588,Whites,491.571482737,874.031781396,955.818105722,Foreign_Affairs,6.54262328711,Yes,Yes
9589,Greens,879.706003984,824.09021109,648.176576011,Foreign_Affairs,91.0918051578,Yes,Yes
9590,Pinks,833.646929377,677.971824072,,Military,48.9389906537,Yes,Yes
9591,Yellows,440.982694507,606.579167358,535.362022629,Financial,110.521557606,Yes,No
9592,Blues,442.90832313,568.504393748,589.228850972,Financial,99.4959202293,Yes,No
9593,Blues,587.534108212,626.159659255,659.116755562,Education,104.555983313,Yes,No
9594,Yellows,437.500496047,539.382467132,618.965687678,Healthcare,257.09696794,Yes,No
9595,Yellows,405.148080583,612.253237998,627.509515834,Environment,337.59528055,Yes,No
9596,Yellows,442.150410401,611.497491598,609.226384046,Financial,123.712798729,Yes,No
9597,Yellows,344.398778268,594.123804991,618.588580009,Environment,52.9743335571,Yes,No
9598,Yellows,402.688238688,543.929246221,590.415096903,Social,136.997755759,Yes,No
9599,Yellows,430.216897369,549.227510195,903.513213398,Financial,102.298736665,Yes,No
9600,Yellows,419.255226095,586.238082747,651.734306804,Social,139.167710556,Yes,No
9601,Reds,590.834296438,649.86037915,715.141844174,Education,301.238264316,Yes,No
9602,Greys,657.850918035,606.946555322,653.777707627,Healthcare,47.7057140787,Yes,No
9603,Reds,610.161842167,669.629789901,710.487056612,Environment,81.4183673056,Yes,No
9604,Greys,411.013887021,590.030813641,706.692112344,Social,339.049608721,Yes,No
9605,Oranges,755.248305379,818.056484654,664.442776121,Financial,83.0693617903,Yes,No
9606,Oranges,848.093128569,904.779775908,749.267158761,Education,194.878858718,Yes,No
9607,Greens,856.318298308,859.658337272,142.966699088,Foreign_Affairs,39.8904873921,Yes,Yes
9608,Blues,612.634503133,649.292123119,633.326393881,Social,213.127747876,Yes,No
9609,Yellows,417.119129638,641.163327947,797.559788405,Healthcare,218.09333803,Yes,No
9610,Blues,549.08021006,644.611253774,638.449440243,Social,157.825584933,Yes,No
9611,Whites,753.172524739,815.603460476,853.081081399,Foreign_Affairs,160.965748569,Yes,Yes
9612,Yellows,385.810389821,555.056310367,558.352628207,Environment,224.364775992,Yes,No
9613,Blues,426.740330639,585.463857684,592.382422312,Education,135.650660605,Yes,No
9614,Yellows,567.895452453,581.665853423,781.475492661,Social,340.370349359,Yes,No
9615,Yellows,361.342862529,530.852670188,634.741415759,Education,60.5254984531,Yes,No
9616,Oranges,455.633899551,604.471997925,849.535937257,Healthcare,49.9806387534,Yes,No
9617,Yellows,411.154246912,532.96612735,575.115741202,Education,125.738853449,Yes,No
9618,Reds,637.48072041,693.398249081,722.597075395,Healthcare,43.5057980085,Yes,No
9619,Yellows,578.253696312,622.547541457,878.382759314,Environment,250.591771621,Yes,No
9620,Yellows,527.705965333,,768.099458331,Education,36.1702893884,Yes,No
9621,Blues,416.702531357,555.619519347,593.631257154,Environment,58.8315256963,Yes,No
9622,Greens,816.837509776,808.822477597,508.188763401,Foreign_Affairs,217.503650035,Yes,Yes
9623,Yellows,447.358418082,534.550872844,602.01991129,Education,130.977886812,Yes,No
9624,Greys,453.483236238,605.916821611,736.879008207,Financial,77.993888624,Yes,No
9625,Greys,468.126598009,614.673440787,749.012047751,Education,55.3354306706,Yes,No
9626,Reds,583.267518867,663.264367875,668.000252782,Environment,318.013208237,Yes,No
9627,Greens,792.007894025,586.135639146,482.197847217,Other,84.0376663941,Yes,Yes
9628,Greens,962.596350293,715.366333698,27.4298910517,Other,237.097403276,Yes,Yes
9629,Whites,747.751279734,925.691779403,756.737563956,Foreign_Affairs,,Yes,Yes
9630,Yellows,419.690700088,612.51208186,623.728582657,Financial,191.928711701,Yes,No
9631,Yellows,365.229808435,588.616675896,643.565533734,Financial,145.775932533,Yes,No
9632,Pinks,670.758033797,92.4238304142,482.12527043,Other,333.706566939,Yes,Yes
9633,Reds,584.23781721,651.834990008,715.362005355,Environment,213.883114924,Yes,No
9634,Yellows,380.046893571,596.672368711,593.256797674,Healthcare,43.900310585,Yes,No
9635,Whites,0.671525951475,929.648186038,313.803752777,Military,169.016164073,Yes,Yes
9636,Greys,447.794378628,615.902746475,752.584674615,Healthcare,159.455126178,Yes,No
9637,Oranges,422.122729097,610.556835382,738.347078159,Social,134.330584271,Yes,No
9638,Oranges,403.386900318,583.240041889,802.599372047,Healthcare,302.318118673,Yes,No
9639,Pinks,984.666095242,807.493994944,890.913232153,Other,276.740032946,Yes,Yes
9640,Blues,413.189138037,587.830914081,599.705274818,Healthcare,69.4895163532,Yes,No
9641,Greys,641.732291665,574.493993018,649.082377503,Environment,96.6162623689,Yes,No
9642,Whites,673.449001275,697.90298872,972.384083383,Foreign_Affairs,97.1336945759,Yes,Yes
9643,Reds,351.590201269,716.897482765,870.625338786,Social,95.427505992,Yes,No
9644,Blues,404.331317039,557.90682988,618.140618768,Education,159.995423147,Yes,No
9645,Oranges,455.00093202,664.856997456,771.694720306,Environment,5.03204961595,Yes,No
9646,Yellows,522.087801934,556.834595911,804.202617752,Social,275.354431259,Yes,No
9647,Yellows,357.524032061,558.118781937,634.460272495,Education,40.9067236993,Yes,No
9648,Blues,395.347060412,565.471302489,571.612557823,Environment,61.8323610666,Yes,No
9649,Pinks,828.855656021,283.475030214,446.002087276,Other,132.397450474,Yes,Yes
9650,Browns,692.127835992,44.0919154707,394.180546258,Social,524.659416725,No,No
9651,Greys,460.533676792,635.553137384,733.226640533,Financial,82.0887007084,Yes,No
9652,Oranges,443.734321453,583.728339562,754.582319526,Healthcare,231.045012177,Yes,No
9653,Reds,631.111779685,649.310297723,715.23188505,Education,194.815824669,Yes,No
9654,Reds,401.025566299,663.076474196,835.521372322,Environment,78.0474350753,Yes,No
9655,Greens,695.122128276,539.741275296,511.778665008,Foreign_Affairs,27.5060014802,Yes,Yes
9656,Browns,229.930889374,446.181987384,25.9939978295,Financial,583.702800776,No,No
