,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Most_Important_Issue,Avg_Residancy_Altitude,Will_vote_only_large_party,Financial_agenda_matters
1630,Whites,42.9031073581,403.337310735,359.130428752,Foreign_Affairs,120.518980706,Yes,Yes
1631,Yellows,361.738880417,519.684988267,598.312619577,Environment,196.250671797,Yes,No
1632,Greens,364.589499432,834.244647473,83.7261490524,Foreign_Affairs,189.029765299,Yes,Yes
1633,Yellows,394.588708986,514.127957217,606.673421945,Social,18.2090696375,Yes,No
1634,Yellows,493.623871702,625.992960795,801.153724782,Education,145.008989918,Yes,No
1635,Blues,410.190271217,577.193805607,600.886892875,Environment,78.2513752611,Yes,No
1636,Browns,172.114011702,135.389460072,782.663190739,Education,437.492624506,No,No
1637,Blues,418.207449789,585.577506984,600.926809232,Financial,198.939838269,Yes,No
1638,Reds,595.745242259,708.702360146,696.064984762,Financial,54.474257272,Yes,No
1639,Greens,749.153283331,779.848167023,27.8922894504,Foreign_Affairs,84.0129017935,Yes,Yes
1640,Blues,586.412538161,666.398438964,646.192580192,Financial,317.109011555,Yes,No
1641,Blues,417.919164789,564.144469474,588.943185742,Healthcare,41.8108768736,Yes,No
1642,Yellows,383.644375437,573.271859288,606.034775565,Environment,70.7459661826,Yes,No
1643,Oranges,430.054810739,593.500050417,792.874497964,Environment,27.6164791724,Yes,No
1644,Whites,924.530229066,997.448629107,950.441594487,Military,25.0473821362,Yes,Yes
1645,Blues,418.701713482,587.48912394,600.296396021,Social,129.375960508,Yes,No
1646,Browns,707.549777998,454.090087639,105.610496473,Financial,367.259513365,No,No
1647,Greens,844.526615503,545.999480882,418.976762565,Other,54.9984808897,Yes,Yes
1648,Whites,83.5670537781,467.604375744,158.097795885,Foreign_Affairs,193.81699919,Yes,Yes
1649,Yellows,604.401068948,588.378410154,795.233377182,Education,170.85051153,Yes,No
1650,Oranges,375.596404039,536.5731367,714.544068875,Environment,50.2560453713,Yes,No
1651,Reds,598.203274314,648.836993435,692.483013441,Social,168.572095458,Yes,No
1652,Yellows,405.72632969,602.305087958,600.521898687,Education,200.770167973,Yes,No
1653,Reds,405.390724108,745.927212665,893.714141742,Financial,44.9003469267,Yes,No
1654,Yellows,419.582324465,547.581554597,655.443943165,Healthcare,28.3222682313,Yes,No
1655,Oranges,393.320011067,,772.489446689,Financial,19.8899157683,Yes,No
1656,Yellows,408.074700421,593.168979375,636.082409373,Financial,104.44668582,Yes,No
1657,Reds,609.482597549,654.750987211,722.050753676,Education,100.012965661,Yes,No
1658,Yellows,513.733266494,588.162995105,803.33786916,Healthcare,63.7364743843,Yes,No
1659,Yellows,462.614499739,704.912910659,855.244089161,Environment,63.475144296,Yes,No
1660,Greens,774.120297258,916.4422402,507.587154629,Foreign_Affairs,174.384680114,Yes,Yes
1661,Yellows,411.825960292,635.088701078,624.591358003,Financial,117.620273352,Yes,No
1662,Greys,450.758951177,606.207703275,763.122532271,Financial,88.7397458643,Yes,No
1663,Reds,381.555609134,738.928870112,908.128046831,Education,34.0268892152,Yes,No
1664,Yellows,532.762997718,689.774009742,766.321077712,Social,29.6833941841,Yes,No
1665,Yellows,405.655031868,582.926970093,638.244429378,Social,125.326832617,Yes,No
1666,Oranges,389.813839627,608.430663243,766.138650919,Environment,118.154908879,Yes,No
1667,Greens,724.376730351,931.154515642,271.192237502,Foreign_Affairs,65.8934396782,Yes,Yes
1668,Greens,911.281029185,701.803153078,622.688762145,Other,,Yes,Yes
1669,Reds,420.383400585,699.113011985,823.494469391,Financial,304.717342039,Yes,No
1670,Browns,296.60253429,746.456272806,830.842729152,Healthcare,547.813164914,No,No
1671,Oranges,419.342749208,594.11254422,746.500992116,Education,45.9572130772,Yes,No
1672,Oranges,445.234901193,586.100093889,805.486064337,Environment,132.366589031,Yes,No
1673,Blues,417.662601274,580.72307834,613.23832517,Social,250.634808253,Yes,No
1674,Greys,456.40305521,616.716094426,720.089807129,Social,48.3206439829,Yes,No
1675,Reds,616.729194836,699.562454155,726.88971201,Healthcare,144.28174674,Yes,No
1676,Reds,372.127260377,734.887240233,834.663952362,Education,119.946267811,Yes,No
1677,Blues,434.539484292,590.655407267,632.073696285,Social,240.095998806,Yes,No
1678,Yellows,364.261493356,626.908040447,638.308927432,Healthcare,164.70800447,Yes,No
1679,Blues,412.260361893,583.280491085,593.993439203,Financial,191.811692727,Yes,No
1680,Yellows,456.426086122,593.941659949,639.653021244,Healthcare,77.0913259976,Yes,No
1681,Reds,366.628341843,690.047380037,829.34750327,Education,27.9372776313,Yes,No
1682,Reds,380.656932668,733.21762017,824.23686677,Social,16.3965417271,Yes,No
1683,Blues,470.331134297,609.872183926,626.96606775,Environment,111.719911832,Yes,No
1684,Whites,159.928684821,942.654092329,718.771468552,Military,66.7487314562,Yes,Yes
1685,Oranges,800.609870339,838.106851786,698.108803333,Environment,216.657145805,Yes,No
1686,Browns,486.544051364,172.16201797,411.262006095,Social,722.537053499,No,No
1687,Yellows,375.848555881,522.058159008,600.22869776,Education,305.299371073,Yes,No
1688,Blues,424.303547291,569.87736148,584.700736029,Education,41.3875114322,Yes,No
1689,Reds,593.957742119,662.751227231,662.909333793,Education,72.8094971183,Yes,No
1690,Reds,591.121863204,616.046065211,744.764997791,Healthcare,49.299191545,Yes,No
1691,Yellows,411.402009392,629.202346961,611.96928594,Healthcare,41.6546562208,Yes,No
1692,Reds,609.081057865,662.233328301,709.262955791,Financial,192.114208333,Yes,No
1693,Blues,633.342196535,678.994896582,699.313953149,Financial,67.2160002868,Yes,No
1694,Yellows,364.082123275,589.712756933,588.456686301,Healthcare,102.396974864,Yes,No
1695,Greys,631.027538633,592.931464413,678.990471549,Education,38.7489424923,Yes,No
1696,Blues,601.750487255,662.023151759,677.342349083,Financial,65.4627004218,Yes,No
1697,Purples,260.883887327,524.710181571,589.190994992,Environment,38.3019415946,No,Yes
1698,Yellows,367.122397525,581.218570354,664.645191501,Environment,18.3936282564,Yes,No
1699,Greens,993.510311771,948.668356439,872.794340597,Foreign_Affairs,288.468071124,Yes,Yes
1700,Oranges,802.546810371,854.398813207,712.067397291,Education,306.707732011,Yes,No
1701,Reds,379.932210768,702.293538611,821.49773458,Education,227.474521214,Yes,No
1702,Yellows,580.64807169,650.494586924,830.902305522,Financial,71.0405650138,Yes,No
1703,Pinks,366.463901126,334.260789678,356.16784162,Military,89.611958082,Yes,Yes
1704,Blues,438.237139794,618.227431899,636.794407183,Financial,164.418272691,Yes,No
1705,Oranges,424.807264834,597.542649522,790.25948786,,81.5089668843,Yes,No
1706,Yellows,489.029656875,626.556810774,827.23258556,Healthcare,139.593327793,Yes,No
1707,Blues,396.330379303,546.884824325,566.843745392,Education,99.656377415,Yes,No
1708,Greys,471.313381236,645.9826779,735.21053712,Healthcare,36.1297580245,Yes,No
1709,Yellows,366.995131889,581.178483488,606.050755812,Healthcare,,Yes,No
1710,Oranges,433.249305746,577.76228128,719.966616054,Environment,28.5082264611,Yes,No
1711,Blues,453.280853157,606.417199907,639.516130385,Education,133.846119979,Yes,No
1712,Greys,475.156693054,634.642430767,773.024378943,Environment,61.7563796585,,No
1713,Greens,149.074562131,621.617602837,114.661992993,Foreign_Affairs,335.553981025,Yes,Yes
1714,Yellows,402.752560384,655.75283911,627.434707976,Financial,61.8183568437,Yes,No
1715,Yellows,487.629757556,604.064443824,790.573767626,Social,133.183151946,Yes,No
1716,Yellows,379.129481658,624.302616261,607.230387502,Social,22.3224287772,Yes,No
1717,Yellows,551.884341207,616.979779112,692.790176492,Social,226.569375549,Yes,No
1718,Greys,447.160873818,617.697509002,732.577510256,Social,77.2948904251,Yes,No
1719,Yellows,398.907189184,579.349600978,644.325842953,Environment,220.231452467,Yes,No
1720,Yellows,385.977431799,619.133847476,662.804768945,Financial,134.050387204,Yes,No
1721,Pinks,820.951909324,274.408374447,323.862346343,Military,50.6091452188,Yes,Yes
1722,Yellows,502.923970928,627.624305478,780.33185284,Environment,49.2356253445,Yes,No
1723,Browns,110.044779603,651.895559166,256.702153004,Environment,358.125548406,No,No
1724,Blues,607.674024507,685.883122792,675.694575001,Financial,42.5185331867,Yes,No
1725,Blues,405.468781647,576.556394155,,Environment,50.1158839287,Yes,No
1726,Yellows,419.282891038,628.415669683,782.196825108,Education,122.365318189,Yes,No
1727,Purples,621.910249465,477.6312769,606.406502059,Environment,266.529818159,No,Yes
1728,Greys,430.130307216,612.187820253,722.393395268,Healthcare,109.97814123,Yes,No
1729,Oranges,450.664519457,590.424548789,750.142614015,Financial,189.214110565,Yes,No
1730,Blues,565.127925787,625.643806751,644.530506933,Healthcare,74.8999491476,Yes,No
1731,Greys,458.897523266,614.840188283,753.930059515,Social,161.76760126,Yes,No
1732,Reds,614.829784342,692.683128796,718.939903594,Social,67.3098091455,Yes,No
1733,Greens,424.886679677,897.440642089,379.092502641,Other,164.087437615,Yes,Yes
1734,Greens,628.301608315,665.365996835,568.624736276,Other,42.2341477545,Yes,Yes
1735,Blues,626.150715429,708.024689108,678.946340027,Healthcare,83.4195510163,Yes,No
1736,Yellows,520.232291195,638.6712902,825.328298249,Financial,179.494409071,Yes,No
1737,Blues,603.062176376,643.862547621,640.228845083,Financial,118.739008332,Yes,No
1738,Reds,587.622124952,634.913533461,708.805410255,Environment,122.594159146,Yes,No
1739,Yellows,430.78581695,622.475591469,623.297835234,Financial,65.9497117486,Yes,No
1740,Blues,421.022621784,581.035916437,601.23305167,Social,74.0764840789,Yes,No
1741,Reds,544.917512732,621.627158232,640.439157762,Financial,327.855104793,Yes,No
1742,Blues,405.643226151,558.76980513,564.113846201,Financial,31.2164964298,Yes,No
1743,Yellows,307.555086473,608.430825491,560.976410208,Financial,306.737568419,Yes,No
1744,Yellows,348.331784713,593.035332602,621.502445724,Environment,285.399556806,Yes,No
1745,Yellows,343.40713544,586.287981344,596.751250165,Social,211.608103535,Yes,No
1746,Browns,552.110927936,509.849672496,474.49414155,Social,376.494643284,No,No
1747,Blues,545.573452652,630.318212553,621.863294139,Healthcare,21.2142045322,Yes,No
1748,Reds,388.490398864,661.03397244,,Healthcare,18.6605567458,Yes,No
1749,Greys,508.098384684,668.732934327,808.030353534,Education,158.812853898,Yes,No
1750,Pinks,997.37647087,968.037248123,975.740851353,Military,197.997203031,Yes,Yes
1751,Greys,480.591526451,608.310323517,734.687178313,Healthcare,97.0203749071,Yes,No
1752,Yellows,394.788065617,600.135619809,609.295494195,Social,104.832510425,Yes,No
1753,Yellows,348.648132862,595.149316517,658.435435828,Social,11.7405146978,Yes,No
1754,Greys,479.064775977,629.96876208,744.244060664,Healthcare,188.313798029,Yes,No
1755,Yellows,416.526174415,558.186973747,641.640435316,Healthcare,40.3294981214,Yes,No
1756,Oranges,792.807785908,869.774427891,664.12317346,Social,54.8849210192,Yes,No
1757,Yellows,496.581160843,639.783998641,807.738286986,Education,299.550698155,Yes,No
1758,Blues,592.19772639,648.996085569,650.639814457,Social,145.678906473,Yes,No
1759,Blues,420.151361085,565.366734648,580.714359422,Education,79.5235999305,Yes,No
1760,Yellows,380.352068581,585.914071104,581.049031342,Healthcare,147.297318676,Yes,No
1761,Reds,375.502309946,702.244595542,825.33991524,Education,69.2439648676,Yes,No
1762,Yellows,371.024390003,578.623288445,642.219353674,Healthcare,262.773187979,Yes,No
1763,Oranges,412.156162646,580.969099692,770.582505262,Social,8.10026977754,Yes,No
1764,Greys,663.746669378,645.127632449,680.00991901,Social,227.565937001,Yes,No
1765,Reds,406.735776364,707.978582856,832.535057725,Education,24.3826696611,Yes,No
1766,Blues,617.968450831,662.233296575,673.839626931,Healthcare,29.5993802319,Yes,No
1767,Yellows,323.773433711,611.147966221,631.885002613,Financial,228.340366321,Yes,No
1768,Whites,332.587376935,740.402624361,934.484340707,Foreign_Affairs,254.795658875,Yes,Yes
1769,Oranges,436.087178086,568.38380458,734.324260321,Environment,37.2679024087,Yes,No
1770,Yellows,405.614529341,579.559109054,613.429311872,Social,137.053355,Yes,No
1771,Browns,71.7134698276,728.396898231,336.346899026,Financial,623.364703559,No,No
1772,Whites,174.109148327,341.931324788,710.206420406,Military,245.96072619,Yes,Yes
1773,Yellows,418.195266687,602.957885788,650.097674488,Financial,184.994237082,Yes,No
1774,Browns,678.464656158,652.467634182,664.330823825,Education,369.577245995,No,No
1775,Greys,655.946377847,612.250687533,664.201536889,,337.040199699,Yes,No
1776,Oranges,477.620532938,572.24182371,729.637617457,Education,148.552666931,Yes,No
1777,Purples,305.682677993,699.726104108,847.203853512,Education,270.623888573,No,Yes
1778,Yellows,396.107630223,556.700685821,628.164528296,Education,122.64329803,Yes,No
1779,Yellows,402.170393048,583.452259885,625.72698001,Social,62.8751074039,Yes,No
1780,Greys,462.294731692,620.851976085,743.147581897,Financial,134.528969984,Yes,No
1781,Blues,411.856907611,557.515140733,584.046043295,Healthcare,46.0616438839,Yes,No
1782,Yellows,521.066427446,609.656575392,769.519655593,Environment,315.477399383,Yes,No
1783,Reds,606.873896375,630.383975982,716.280812502,Environment,295.155818134,Yes,No
1784,Reds,391.34717244,,857.1327093,Environment,66.1485717262,Yes,No
1785,Yellows,403.932321413,592.29885599,577.632047855,Education,42.143530303,Yes,No
1786,Oranges,423.129964156,535.918016563,766.470892116,Environment,167.273659131,Yes,No
1787,Greens,757.262866752,832.110952595,667.177460389,Other,156.752356694,Yes,Yes
1788,Pinks,924.864290642,729.333500611,823.025609463,Other,146.35059266,Yes,Yes
1789,Reds,631.963507708,682.644554331,702.916240225,Financial,80.9367891459,Yes,No
1790,Blues,420.953494269,566.014068555,611.361752679,Education,140.579425175,Yes,No
1791,Yellows,353.344251331,552.393310205,548.876823073,Healthcare,19.7068674905,Yes,No
1792,Whites,821.252805879,927.842727188,932.94737789,Foreign_Affairs,82.8091914439,Yes,Yes
1793,Reds,390.188940815,696.707973702,814.126266244,Environment,326.121807929,Yes,No
1794,Yellows,316.281531848,572.708966985,571.614084026,Education,207.299301443,Yes,No
1795,Greys,403.722524659,572.900178027,713.284143998,Financial,166.877493056,Yes,No
1796,Greens,900.080769002,953.959605685,536.255790619,Foreign_Affairs,119.942219923,Yes,Yes
1797,Blues,607.847089034,658.104727904,672.977246525,Social,36.2095807124,Yes,No
1798,Greys,461.061240071,618.959722943,771.528772405,Education,78.1205113233,Yes,No
1799,Yellows,389.679235023,603.430665602,639.353936838,Environment,35.8806123229,Yes,No
1800,Yellows,567.651255925,593.011214907,857.721148805,Education,99.805774423,Yes,No
1801,Yellows,397.93087014,546.0213409,635.469912313,Environment,28.6716186573,Yes,No
1802,Yellows,500.289747524,563.612621824,780.167202907,Financial,165.722154383,Yes,No
1803,Blues,436.664173745,581.960707918,584.099646665,Healthcare,331.136250143,Yes,No
1804,Yellows,,623.885188414,664.685015182,Healthcare,74.9901686378,Yes,No
1805,Reds,389.563772033,759.501274133,866.043692666,Social,309.646719395,Yes,No
1806,Yellows,532.253901835,636.420630337,789.580232306,Social,83.7243197101,Yes,No
1807,Reds,588.763719914,655.289412158,675.131447619,Financial,115.939219089,Yes,No
1808,Yellows,426.406128501,603.062190726,601.264858702,Financial,86.3727801737,Yes,No
1809,Yellows,377.021810897,569.048990621,570.554577816,Healthcare,138.812176186,Yes,No
1810,Whites,408.398518804,576.552702305,829.388909089,Foreign_Affairs,111.740922595,Yes,Yes
1811,Blues,419.430971909,581.17044373,591.110860013,Financial,99.7954526952,Yes,No
1812,Reds,387.193000965,738.958695285,836.89456234,Social,94.1675870775,Yes,No
1813,Oranges,435.607876346,563.853233586,770.237715171,Education,83.1941918753,Yes,No
1814,Blues,458.065986423,560.749473074,606.204673907,Environment,141.073313121,Yes,No
1815,Pinks,900.484020483,723.355527967,815.641276429,Other,48.1136925752,Yes,Yes
1816,Blues,386.673825506,550.406778356,551.528446538,Environment,143.063393163,Yes,No
1817,Pinks,978.400811031,591.807584744,673.184399849,Other,50.9464303016,Yes,Yes
1818,Blues,577.087053961,622.544876227,657.576916605,Financial,36.3671861414,Yes,No
1819,Oranges,792.354961191,868.764692964,714.854652116,Education,254.169343446,Yes,No
1820,Browns,26.0571441733,46.1082391903,26.0020375537,Environment,400.100383461,No,No
1821,Greens,318.036058577,683.147218699,305.824397365,Foreign_Affairs,44.790505931,Yes,Yes
1822,Oranges,439.53078585,561.862085666,733.691580794,Social,137.360681288,Yes,No
1823,Reds,554.015734542,592.016131009,647.091090714,Education,38.4520718742,Yes,No
1824,Greys,440.150727088,578.531656425,723.467644208,Education,40.9671967445,Yes,No
1825,Reds,345.196801671,713.39175456,845.047885476,Financial,53.757292959,Yes,No
1826,Yellows,551.740062056,604.137317267,816.978890215,Environment,134.84769827,Yes,No
1827,Blues,439.952523021,591.562091099,624.20676268,Environment,24.2264832095,Yes,No
1828,Whites,854.570756899,989.933271652,907.842488595,Foreign_Affairs,26.8926707575,Yes,Yes
1829,Yellows,423.27405156,618.755787024,664.368482312,Social,48.6056076458,Yes,No
1830,Yellows,496.699923614,571.029252935,776.460183668,Social,195.589968674,Yes,No
1831,Blues,587.510383159,642.607864456,642.160034493,Environment,26.3514878226,Yes,No
1832,Greens,111.772071191,15.1667028064,8.45558056608,Other,130.280270476,Yes,Yes
1833,Yellows,623.97063638,679.64192583,811.363121947,Environment,100.929240164,Yes,No
1834,Pinks,177.741617443,99.3604073301,181.049543263,Other,114.96371806,Yes,Yes
1835,Oranges,425.4084517,580.188739907,731.28796048,Healthcare,111.45583505,Yes,No
1836,Oranges,437.074112287,595.462968825,758.696103587,Healthcare,312.714497951,Yes,No
1837,Yellows,562.730961293,641.83881961,835.920433773,Healthcare,190.670165121,Yes,No
1838,Yellows,543.772019636,585.757702082,721.596949653,Healthcare,74.8683886824,Yes,No
1839,Oranges,382.546232326,528.519293066,722.321793595,Environment,82.7832990443,Yes,No
1840,Blues,416.438257036,571.235032925,584.657470217,Social,137.398046472,Yes,No
1841,Yellows,577.520538922,604.288638444,818.720778518,Environment,96.3984492676,Yes,No
1842,Yellows,394.388155058,636.774026543,625.936668255,Financial,119.391517807,Yes,No
1843,Oranges,418.843090187,593.988639654,729.54797043,Financial,74.7407194499,Yes,No
1844,Greens,883.809375211,781.460658379,741.990153911,Foreign_Affairs,207.014357671,Yes,Yes
1845,Oranges,786.54741486,826.624041086,693.889155002,Financial,295.515953546,Yes,No
1846,Yellows,509.653274327,602.226134971,849.83998503,Education,311.269180314,Yes,No
1847,Yellows,351.061292589,560.405332434,626.546273994,Environment,31.8516331497,Yes,No
1848,Pinks,718.427770285,137.697665254,733.758959691,Other,187.504497713,Yes,Yes
1849,Greys,644.204334194,601.756125951,662.780394618,Education,46.8944316228,Yes,No
1850,Greys,477.495230079,619.408957757,749.070846994,Education,336.44401644,Yes,No
1851,Reds,397.779324874,721.792051062,894.233491026,Healthcare,161.736439689,Yes,No
1852,Oranges,428.481870474,563.318535529,776.670821709,Education,272.837952249,Yes,No
1853,Yellows,553.065113784,549.899308491,822.670209131,Financial,,Yes,No
1854,Yellows,411.698303053,581.242350768,609.991037926,Social,160.678423442,Yes,No
1855,Whites,577.844107291,706.319547386,901.572844949,Military,,Yes,Yes
1856,Blues,608.264387126,650.977457219,680.719755826,Environment,148.415019021,Yes,No
1857,Greys,476.638934959,618.30734391,733.177183563,Financial,42.3281647751,Yes,No
1858,Oranges,789.203878461,841.658668736,693.173015057,Education,137.596479291,Yes,No
1859,Pinks,492.561392675,413.338735467,872.671696172,Other,91.9587786915,Yes,Yes
1860,Greys,627.029141374,601.925874618,627.098298701,Environment,79.7638371682,Yes,No
1861,Yellows,404.288811744,575.160907142,583.522111425,Education,91.6258634874,Yes,No
1862,Reds,591.6875037,651.490342143,698.955601692,Healthcare,333.046295113,Yes,No
1863,Yellows,474.672616521,620.172524802,666.213511215,Financial,105.29001147,Yes,No
1864,Blues,424.647209336,576.122560734,588.519217896,Education,155.25827059,Yes,No
1865,Browns,278.830497328,606.177734053,662.00610407,Education,457.356186561,No,No
1866,Greys,627.823975314,579.062571064,631.500671481,Environment,320.236678066,Yes,No
1867,Yellows,300.761431808,575.263354913,596.909671721,Social,12.4005406296,Yes,No
1868,Yellows,400.790714035,639.010883416,598.504459143,Financial,246.167944779,Yes,No
1869,Greens,593.767202559,551.307031585,449.534835527,Foreign_Affairs,131.580929967,Yes,Yes
1870,Reds,579.771981612,650.815938279,673.560575167,Social,198.371613751,Yes,No
1871,Blues,431.436716809,595.604941794,623.919361192,Environment,99.8455097162,Yes,No
1872,Greens,966.273367883,957.290781957,951.092126081,Foreign_Affairs,37.766101041,Yes,Yes
1873,Yellows,350.69430214,611.403614599,654.064492212,Education,87.5458972533,Yes,No
1874,Reds,600.408616466,660.073247308,709.765776253,Environment,26.2838145095,Yes,No
1875,Greens,891.142007051,902.626390822,854.169002036,Other,158.242830488,Yes,Yes
1876,Pinks,725.310533098,429.698993918,697.052137159,Other,110.333025099,Yes,Yes
1877,Reds,369.659726465,708.769677725,834.324310209,Environment,276.206041062,Yes,No
1878,Oranges,771.016555863,858.922137251,701.806030603,Healthcare,95.6413982689,Yes,No
1879,Greens,938.050265532,944.285735935,591.021128697,Other,69.4226243894,Yes,Yes
1880,Blues,457.946062269,591.04252488,598.013933707,Environment,77.0024461791,Yes,No
1881,Yellows,445.890269865,536.53974667,829.269205144,Environment,338.630554973,Yes,No
1882,Yellows,437.609767337,633.284885457,633.461192157,Healthcare,36.8630210214,Yes,No
1883,Reds,397.009706455,706.914084919,872.191315044,Environment,248.189971369,Yes,No
1884,Oranges,407.105389472,525.661252042,757.829792147,Environment,46.0601363251,Yes,No
1885,Blues,570.586854899,656.725819529,689.825442781,Healthcare,321.308806791,Yes,No
1886,Yellows,388.87331381,606.802677306,662.643301934,Healthcare,26.9052362537,Yes,No
1887,Reds,597.721967143,664.428845582,714.917170257,Environment,29.5676280042,Yes,No
1888,Greys,440.520744509,595.205277936,737.262187408,Education,160.643455407,Yes,
1889,Whites,341.257864609,594.053248167,977.351126582,Foreign_Affairs,59.1744114257,Yes,Yes
1890,Pinks,621.0338465,551.645027706,956.661661795,Military,225.854607821,Yes,Yes
1891,Whites,459.004809847,854.483718661,536.205241508,Military,212.849530515,Yes,Yes
1892,Greens,901.654267188,156.544609195,66.6402056813,Other,235.753299779,Yes,Yes
1893,Yellows,531.994837084,578.32296291,746.871312974,Social,37.3724478196,Yes,No
1894,Greens,674.027206999,101.478045558,29.9959382974,Foreign_Affairs,82.2957213456,Yes,Yes
1895,Yellows,386.303846138,558.158698638,607.456462213,Financial,147.043669984,Yes,No
1896,Browns,356.245971649,373.007794939,561.532217946,Education,474.164260816,No,No
1897,Blues,388.496176081,548.847542332,579.375934902,Healthcare,190.840625411,Yes,No
1898,Oranges,412.963883361,576.508998956,784.072172536,Healthcare,37.1886139173,Yes,No
1899,Yellows,531.060470908,664.460101039,640.381091498,Healthcare,322.699850432,Yes,No
1900,Yellows,403.457403664,576.488057954,569.691210253,Financial,142.65682454,Yes,No
1901,Blues,349.61539509,562.73098609,596.75836298,Financial,69.0228048708,Yes,No
1902,Reds,362.277363081,685.328005232,849.485596543,Education,66.4060853942,Yes,No
1903,Greys,467.707307521,591.332261873,753.120929189,Social,246.556692935,Yes,No
1904,Oranges,446.571170292,584.981547283,754.762074622,Social,155.498625448,Yes,No
1905,Yellows,335.273131905,628.449952293,569.181749367,Social,241.46360481,Yes,No
1906,Blues,436.138565307,591.707910584,616.280257699,Environment,295.582537884,Yes,No
1907,Pinks,240.662014626,17.7179405,641.957920665,Other,81.9081554728,Yes,Yes
1908,Yellows,386.189225805,548.749081535,630.97811676,Education,100.509681024,Yes,No
1909,Blues,419.659294489,595.381330994,608.513727785,Education,83.3727854629,Yes,No
1910,Reds,612.653859147,642.42411396,667.562045792,Social,46.8675026378,Yes,No
1911,Yellows,531.131128478,563.972353911,803.93000679,Financial,19.4837654718,Yes,No
1912,Yellows,567.790237751,632.417718477,838.629500693,Financial,149.005479203,Yes,No
1913,Oranges,439.276962726,619.7852345,730.898185603,Healthcare,19.5704281068,Yes,No
1914,Blues,420.595537896,589.366191018,604.468295986,Healthcare,116.504639515,Yes,No
1915,Yellows,382.399311118,566.405550798,563.90628058,Environment,137.709620276,Yes,No
1916,Greens,592.493034094,648.802342639,100.067971507,Foreign_Affairs,164.13226446,Yes,Yes
1917,Reds,632.56303649,687.637772885,726.91005227,Social,132.095187478,Yes,No
1918,Blues,573.7211051,610.599351576,638.425946462,Education,37.9471060917,Yes,No
1919,Greens,378.342722655,784.288463473,143.264438957,Other,330.788533359,Yes,Yes
1920,Blues,415.683043271,581.659234644,611.514183889,Financial,189.789286692,Yes,No
1921,Yellows,560.078606593,627.490533206,736.084220114,Environment,316.667005233,Yes,No
1922,Oranges,418.11229898,525.403262041,714.638016722,Healthcare,32.5546144915,Yes,No
1923,Blues,408.538778746,592.609197787,586.376144847,Healthcare,134.566680565,Yes,No
1924,Yellows,543.922249427,585.571296924,908.583015846,Social,206.869290755,Yes,No
1925,Reds,385.683487054,731.594679021,864.346785592,Environment,44.755031684,Yes,No
1926,Yellows,423.621934491,618.283616767,599.892411106,Environment,45.3940264876,Yes,No
1927,Blues,393.834308387,561.41284785,585.090715539,Environment,69.3004071722,Yes,No
1928,Reds,396.143784397,707.388571131,852.855410635,Social,218.461248316,Yes,No
1929,Yellows,483.667694573,672.711811997,709.757965015,Healthcare,189.630239901,Yes,No
1930,Yellows,398.315132173,654.021753514,632.539933662,Environment,306.999276984,Yes,No
1931,Yellows,539.12250701,645.846021091,791.607737231,Financial,91.6616774958,Yes,No
1932,Blues,376.451949086,547.641917876,552.172241596,Social,35.6849599199,Yes,No
1933,Blues,562.98984936,654.01949224,656.281048843,Education,142.644872038,Yes,No
1934,Reds,583.084021522,627.646761776,708.205374704,Education,25.7302394446,Yes,No
1935,Greys,458.410953418,613.344010187,748.04923876,Education,227.473669562,Yes,No
1936,Whites,981.495499378,999.216170057,992.659636116,Military,186.018695328,Yes,Yes
1937,Greys,458.144166586,618.881174233,731.744511867,Environment,79.3894962352,Yes,No
1938,Reds,394.470522098,721.989330901,877.581939289,Healthcare,242.246134583,Yes,No
1939,Greens,980.259042703,908.234034414,349.81760988,Other,116.738070554,Yes,Yes
1940,Yellows,412.056007965,641.673260427,658.517625142,Environment,47.5623937457,Yes,No
1941,Yellows,451.128185035,602.747014559,662.238768787,Healthcare,200.376516748,Yes,No
1942,Yellows,404.528209773,581.956179827,659.063625212,Healthcare,150.090909433,Yes,No
1943,Reds,610.730263902,648.671431182,703.292284845,Healthcare,124.756897306,Yes,No
1944,Reds,605.005327743,653.110195652,707.299401483,Environment,66.9480493089,Yes,No
1945,Browns,602.604443337,748.532993511,538.285952711,Healthcare,348.841619781,No,No
1946,Reds,387.630331553,716.945516639,872.71669925,Education,67.3506807854,Yes,No
1947,Reds,374.033332595,693.886120862,853.709958944,Social,42.5111945515,Yes,No
1948,Yellows,453.523258468,581.983074451,626.089017317,Financial,33.0468388832,Yes,No
1949,Blues,624.316702338,658.260080924,682.91906845,Financial,87.48552683,Yes,No
1950,Reds,594.039675345,641.485876265,681.830011726,Healthcare,153.151288473,Yes,No
1951,Yellows,352.609607558,530.988845796,619.476922083,Social,39.1188174085,Yes,No
1952,Blues,592.920716521,633.367646909,665.211882822,Education,18.8754874984,Yes,No
1953,Blues,456.070164402,602.17559941,636.878042029,Environment,170.072885222,Yes,No
1954,Yellows,402.315720734,608.020627687,623.392352766,Financial,71.0233040485,Yes,No
1955,Yellows,394.014391228,604.958909815,607.639774773,Education,118.751854526,Yes,No
1956,Blues,589.234770267,634.334465085,626.380146254,Environment,240.173472827,Yes,No
1957,Yellows,351.23434898,578.766104795,608.331148299,Environment,227.002950288,Yes,No
1958,Reds,396.055700226,749.419461921,871.701331006,Environment,78.0878843257,Yes,No
