,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_IssueInt,Looking_at_poles_resultsInt,MarriedInt,GenderInt,Voting_TimeInt,Will_vote_only_large_partyInt,Age_groupInt,Main_transportationInt,OccupationInt,Financial_agenda_mattersInt
9291,Yellows,6,564.042572521,72596.2641364,Social,188.01419084,No,386.12119549,Yes,Female,After_16:00,0.205434680218,0.136774003739,8.69028118905,1.59342439845,9.90134925582,3.88401786331,8945.0,1.81497232988,583.398082867,4940.63367612,63374.0160006,Yes,149089.577607,23.2316779551,583564.49022,36.989225354,35547.3501482,70,30-45,2,820.723346891,17,Public_or_other,Hightech,592.742905588,1,No,7.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
9292,Reds,4,342.032074362,67311.8911858,Education,114.010691454,No,590.39981538,No,Female,After_16:00,0.191126122139,0.394259399502,5.83263447508,0.80452794442,3.82290360052,1.60425210372,4838.0,80.2804075414,680.368029528,7264.73421286,81555.5208233,Yes,348571.942001,26.0838653103,927144.723266,98.1596921803,13122.4484573,100,Below_30,2,1042.87732984,9,Car,Student_or_Unemployed,743.012243463,0,No,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0
9293,Yellows,8,864.695113503,118597.259754,Healthcare,288.231704501,No,411.465005069,Yes,Female,After_16:00,0.0840306829195,0.0280472373124,4.99151716009,9.98982908437,2.43256983114,7.22571106162,7445.0,57.4484148296,635.465319074,5385.58068884,73351.273068,Yes,169303.450397,25.208437458,808728.553822,45.2523827553,83375.7471841,80,30-45,2,950.437949759,8,Car,Public_Sector,674.745324169,1,No,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
9294,Yellows,4,124.358272286,14683.7389892,Social,41.4527574287,No,354.22828058,Yes,Male,After_16:00,0.222654467914,0.386232164223,3.15365307033,7.50260327244,6.8293318362,6.67606873205,9523.0,75.19737822,565.459701424,4673.20220864,63512.2711219,Yes,125477.674762,23.779396574,640386.341986,30.8217710583,1769.78385587,70,45_and_up,3,810.719477559,18,Car,Public_Sector,532.765836439,0,No,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0
9295,Greys,2,249.100818228,54501.1063272,Environment,83.033606076,No,656.374074339,No,Male,After_16:00,0.696236195741,0.869600528385,1.47759710671,3.7971483171,7.2692138236,4.5778139215,9714.0,57.6741194818,591.102906182,7745.94655575,72984.9255642,Yes,430826.925464,24.3126079675,700103.766937,29.8268632265,6987.61334406,90,30-45,1,913.680757908,15,Foot_or_bicycle,Industry_or_other,632.10146982,0,No,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
9296,Pinks,1,326.261086552,86283.9186424,Other,108.753695517,No,793.388383099,No,Female,After_16:00,0.690195680596,0.945408002939,8.76311851665,3.97783604218,8.00571390893,9.54698168207,5700.0,68.3718850603,690.223214915,9314.33026082,88787.0023854,Yes,629465.126437,26.2720995529,954492.67175,58.2033596002,11946.1199842,50,30-45,1,1137.09500738,14,Public_or_other,Hightech,873.110551283,0,Yes,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0
9297,Blues,1,795.430850025,152179.973029,Social,265.143616675,No,573.952995504,No,Male,After_16:00,0.97833186388,0.0896630985662,7.02065686928,9.85787169775,5.7909915084,9.05612995615,7306.0,23.3078958932,636.373320589,7012.27659622,75362.5096682,Yes,329422.041048,25.2264409021,811164.89162,11.9524467271,70576.2810801,70,Below_30,4,949.597442374,5,Foot_or_bicycle,Services_or_Retail,638.932308587,1,No,7.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0
9298,Yellows,3,222.455791693,26668.8965259,Environment,74.1519305642,No,359.652086237,Yes,Female,By_16:00,0.601462110644,0.855964255985,3.56912732357,1.48310838034,7.29404518846,4.97672185302,4953.0,47.5797896041,583.53876828,4763.59839893,67421.8664101,Yes,129349.623135,24.1565471101,682040.495888,59.6369865816,5582.66073697,90,45_and_up,3,879.077914894,17,Public_or_other,Student_or_Unemployed,635.855629636,0,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0
9299,Blues,2,229.50338073,32904.419678,Healthcare,76.5011269099,No,430.11679706,Yes,Female,By_16:00,0.440599188209,0.664272339316,8.88578179525,1.40819079708,7.47914374573,1.85835518641,3770.0,68.2070248295,571.001557219,5443.17108504,66565.4442797,Yes,186076.917598,23.8956388745,653115.818452,57.2795571992,5938.92354539,80,30-45,2,851.985562772,16,Motorcycle_or_truck,Industry_or_other,590.144963139,5,No,4.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
9300,Yellows,6,938.858359369,126132.511533,Environment,312.952786456,No,403.04006544,Yes,Female,By_16:00,0.846744707786,0.0457672581542,2.61029334739,4.55206959508,3.69915539166,1.76984634483,7138.0,71.7959475936,646.241857907,5322.88437021,72547.9653222,Yes,162441.294349,25.4212874951,836278.680305,20.3585108509,98262.3993372,90,45_and_up,2,926.202886859,7,Car,Public_Sector,608.562416396,1,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
9301,Yellows,5,403.464742817,72803.4948959,Education,134.488247606,No,541.337226056,No,Female,By_16:00,0.215339753311,0.804036066635,0.390429361723,4.2712415522,1.76700495649,1.36495550163,8758.0,79.3350116117,635.701542989,6684.77534654,81184.7416972,Yes,293045.992314,25.2131224363,809702.757501,58.2743532024,18231.5769916,100,Below_30,4,1085.52348989,18,Motorcycle_or_truck,Public_Sector,918.516757178,2,No,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0
9302,Oranges,6,359.070517178,49510.546703,Healthcare,119.690172393,No,413.655906022,Yes,Female,After_16:00,0.737488968531,0.399524805835,6.80674813921,9.66730892891,5.23095869925,3.28397634905,6356.0,19.1924239974,587.810635537,5312.1803313,71475.161208,Yes,171111.208587,24.2448063621,692223.65371,41.3573084632,14455.4275398,80,Below_30,1,949.050813947,19,Public_or_other,Services_or_Retail,757.311302723,3,No,4.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0
9303,Yellows,7,340.419226363,38140.6010781,Education,113.473075454,No,336.120272809,Yes,Male,By_16:00,0.0165896303952,0.507333861897,4.37757361447,6.68679916998,1.40113281086,4.87959229155,7231.0,44.2764570471,532.115645005,4425.43401809,61594.7750767,Yes,112976.837793,23.0676319765,567218.99954,81.3275380526,12999.6119285,100,30-45,2,801.896082538,8,Motorcycle_or_truck,Public_Sector,578.759949505,1,No,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0
9304,Yellows,10,820.765994089,120752.239223,Environment,273.588664696,No,441.364189399,Yes,Female,By_16:00,0.513834284153,0.106191508239,5.38226183737,2.21226508962,9.41336322576,3.73994386522,7674.0,1.96160769556,605.686719767,5625.01533353,69983.723683,Yes,194802.347684,24.6107033578,734773.977668,33.2042698283,75134.346115,90,Below_30,3,894.158703291,1,Motorcycle_or_truck,Industry_or_other,609.80847312,1,No,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
9305,Reds,6,288.707337288,34530.4636982,Environment,96.2357790961,No,358.811078609,Yes,Male,After_16:00,0.0186493564397,0.0651337613817,8.6674877163,0.52975367289,0.995050740894,2.56350636249,6662.0,57.2949527297,680.875897006,4949.8625801,79428.6781987,Yes,128745.390132,26.0935987745,928372.733939,20.1846663142,9367.56095734,90,Below_30,4,1058.64372173,8,Motorcycle_or_truck,Services_or_Retail,819.948613128,0,No,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0
9306,Blues,6,143.368450013,27762.0089886,Environment,47.7894833378,No,580.922978228,No,Male,After_16:00,0.328973236028,0.213493979303,7.19444798306,7.69362501334,6.07705815928,7.21342644189,4348.0,51.3765530894,661.648633929,7132.52705014,78366.3571606,Yes,337471.506634,25.7225316392,876825.221052,47.1835405566,2341.62420103,90,Below_30,1,991.810325238,14,Foot_or_bicycle,Student_or_Unemployed,676.468513759,1,No,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0
9307,Blues,1,233.50452584,47659.4720596,Financial,77.8348419467,No,612.315395877,No,Male,After_16:00,0.205980722792,0.00457725580782,2.880520951,3.36868205806,1.48954821285,4.53424757812,6413.0,9.61532967631,664.37163558,7451.89722993,78879.0123135,Yes,374930.144028,25.7754075735,884067.739188,1.24227839988,6146.09746282,60,30-45,1,992.207745027,12,Foot_or_bicycle,Student_or_Unemployed,666.083466836,0,No,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0
9308,Reds,2,508.489850375,106125.61384,Education,169.496616792,No,626.122313521,No,Male,By_16:00,0.227410512045,0.815217925236,9.98451851076,0.151057112962,1.73213756178,0.442066797987,9438.0,37.9138596822,679.496667976,7620.21647117,82199.4515487,Yes,392029.151489,26.0671568833,924815.202364,95.5614092527,28908.5997206,100,Below_30,1,1047.97746689,18,Car,Public_Sector,747.636468726,0,No,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0
9309,Pinks,3,678.177956847,176924.652934,Other,226.059318949,No,782.647022721,No,Male,By_16:00,0.310214166762,0.468375208089,0.128279551864,4.24269216601,7.1749512502,3.8055205252,4611.0,50.070221629,75.1630994491,7976.79642611,29559.2568828,Yes,612536.362175,8.66966547504,12536.9000403,63.6102046352,51338.8750026,50,45_and_up,3,368.54648179,5,Motorcycle_or_truck,Public_Sector,445.269980028,2,Yes,6.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
9310,Whites,8,234.516550037,13352.7890846,Military,78.1721833457,No,170.812538592,Yes,Male,After_16:00,0.883854459738,0.220509640407,5.18351249397,2.73663570639,8.10809920309,4.56602164544,4621.0,31.7519269884,488.29981869,2684.7250233,62273.186512,Yes,29176.9233403,22.0975070696,477937.081354,85.550297657,6199.06243238,30,45_and_up,2,897.972565914,11,Car,Public_Sector,882.842950469,2,Yes,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
9311,Blues,4,281.006421187,54572.7830512,Financial,93.6688070623,No,582.614263625,No,Female,After_16:00,0.877303907648,0.837286343565,2.31718992814,8.04376589833,5.11065846542,3.03173233522,3943.0,40.4726970941,655.136945217,7136.41652668,76975.2838738,Yes,339439.380179,25.5956430905,859638.834578,52.5224273326,8877.51422353,60,Below_30,5,966.577846077,18,Motorcycle_or_truck,Industry_or_other,637.386338038,1,No,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0
9312,Yellows,4,428.717635262,54347.0545326,Education,142.905878421,No,380.299642906,Yes,Female,After_16:00,0.44603106752,0.523935141042,2.10066500353,3.81509474246,8.49322376307,2.72468667012,7807.0,25.0475446461,552.432095641,4907.86062034,65460.9018982,Yes,147534.38105,23.503874056,611396.272419,20.874897996,20574.9959656,100,30-45,5,856.984944226,6,Foot_or_bicycle,Services_or_Retail,643.532187718,2,No,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
9313,Blues,10,279.559296949,42516.2210268,Education,93.1864323163,No,456.249047957,Yes,Female,After_16:00,0.125882343156,0.653939370764,9.45456847781,9.41542419838,0.68043570267,0.645512761548,4978.0,24.0248998394,598.763757021,5760.01799361,69860.4454301,Yes,208163.193762,24.4696497119,718119.849059,87.7348104026,8786.89760016,100,Below_30,0,893.275569879,1,Foot_or_bicycle,Hightech,617.526567529,0,No,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
9314,Reds,9,459.509909177,92375.2231862,Education,153.169969726,No,603.089648393,No,Male,By_16:00,0.389431125252,0.71667547198,0.744996974245,3.04422977846,1.94764238782,0.909839062952,3371.0,5.33007327467,666.63072502,7364.15793397,79633.1033073,Yes,363717.123998,25.8191929583,890103.968089,99.2300400045,23624.2095955,100,30-45,1,1009.19229742,20,Foot_or_bicycle,Student_or_Unemployed,697.831360131,0,No,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0
9315,Greys,6,567.652605333,122726.767369,Social,189.217535111,No,648.601448575,No,Male,By_16:00,0.343732672976,0.674663688056,0.153519134037,7.30176543351,3.03184707183,6.52633366873,3347.0,20.5761114834,614.408227424,7714.8309406,74951.1870425,Yes,420683.839094,24.787259377,756295.815398,14.9330820888,36002.4931286,70,30-45,3,938.964597861,12,Foot_or_bicycle,Industry_or_other,642.274096642,4,No,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9316,Yellows,6,452.319241358,78922.8869383,Healthcare,150.773080453,No,523.45476196,No,Female,After_16:00,0.101464845007,0.147019877797,6.44548599608,3.07374315802,2.69426710205,0.649749992881,3134.0,47.5195864914,588.719416801,6411.9864532,71184.6343799,Yes,274004.887818,24.2635408958,694374.921246,35.9852698166,22893.2948696,80,30-45,4,912.37447485,7,Foot_or_bicycle,Industry_or_other,660.363047067,2,No,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
9317,Yellows,1,684.091905826,69910.5433389,Education,228.030635275,No,306.58399585,Yes,Female,After_16:00,0.515425506514,0.401645421749,8.53034443688,1.55303835403,6.56125210226,3.81159047596,8330.0,88.6045926018,572.857152918,4211.55426433,65144.6943049,Yes,93993.7465112,23.9344344599,657260.445126,97.9960212018,52236.0012594,100,30-45,2,953.380187886,6,Public_or_other,Hightech,613.225832262,0,No,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
9318,Browns,10,1068.47604952,185624.768154,Financial,356.158683174,Yes,521.185575204,No,Male,By_16:00,0.805662957253,0.732608572813,1.80513028055,2.47746823588,3.24406425236,3.40913014719,6630.0,43.2651505573,78.4724895982,5368.80073124,17494.6110869,No,271634.403801,8.8584699355,12949.5121766,78.2122564269,127215.166284,60,30-45,2,173.975475127,14,Foot_or_bicycle,Industry_or_other,102.463353936,0,No,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
9319,Pinks,4,135.092867869,32793.8749785,Other,45.0309559564,No,728.251805497,No,Male,By_16:00,0.831626039464,0.220194807742,2.11657673819,0.176553414203,1.53888787376,0.358453032095,5519.0,95.4306324013,602.795275394,8488.10860576,74884.4673641,Yes,530350.69221,24.5518894465,728083.433995,84.3869852368,2082.8179503,50,Below_30,2,925.787985777,15,Foot_or_bicycle,Hightech,620.894114746,0,Yes,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
9320,Yellows,7,304.510609099,38155.2335859,Education,101.503536366,No,375.90053462,Yes,Female,After_16:00,0.439169378951,0.884207682917,4.23389857169,0.126213266049,3.59856697265,7.20255762339,7828.0,25.439294544,594.689365375,4948.38407695,69098.3493713,Yes,141301.211928,24.386253615,708354.734899,51.8745769048,10414.4714312,100,Below_30,2,901.786374751,13,Foot_or_bicycle,Student_or_Unemployed,657.951784904,0,No,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0
9321,Yellows,8,68.1266888385,9384.98474355,Healthcare,22.7088962795,No,413.273486657,Yes,Male,By_16:00,0.092414022889,0.134618094889,4.5428786939,5.01360959373,5.52073054016,1.16291210288,4945.0,35.2865193738,638.881212194,5410.49729096,71623.0195325,Yes,170794.974773,25.2760996238,817348.065871,64.7894715192,548.402866512,80,30-45,2,909.513337114,16,Public_or_other,Industry_or_other,586.385794946,1,No,4.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0
9322,Yellows,3,805.940925504,98369.9347874,Healthcare,268.646975168,No,366.168034187,Yes,Female,After_16:00,0.782790393801,0.49893388222,8.18375951378,6.63445343962,2.18570392579,9.52206955291,9741.0,57.8434742056,589.131832987,4839.94400784,67910.9555392,Yes,134079.02926,24.2720380889,695161.651413,25.6517948816,72449.844242,80,45_and_up,1,883.260503521,14,Public_or_other,Public_Sector,632.850100828,0,No,4.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0
9323,Yellows,1,396.803563724,66859.9569135,Social,132.267854575,No,505.48908598,No,Male,After_16:00,0.153952966677,0.0751877182629,2.19194963574,1.91551836673,1.94568947423,5.35148482537,3557.0,94.4688786054,672.213773128,6399.31840605,80497.868963,Yes,255519.216045,25.9270857045,905046.352768,84.8049402004,17637.0532084,70,30-45,3,1049.61636205,4,Motorcycle_or_truck,Services_or_Retail,788.150115266,1,No,7.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0
9324,Reds,1,151.469696521,32482.9486582,Environment,50.4898988402,No,643.355391957,No,Female,By_16:00,0.523254116531,0.720308623044,7.96131576877,7.65923626022,4.62650311179,9.89834615029,5968.0,92.1796506271,635.136467752,7703.82685507,78049.2377571,Yes,413906.16036,25.20191397,808158.771975,18.4301086003,2609.71978373,90,30-45,5,990.333983513,2,Motorcycle_or_truck,Student_or_Unemployed,708.751246682,0,No,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0
9325,Blues,9,114.99009289,16039.8955029,Environment,38.3300309633,No,418.468107115,Yes,Female,After_16:00,0.601474684663,0.883560230257,2.95554013923,2.78959176736,7.07100901986,4.3960175314,8056.0,14.6863333415,565.189514805,5315.06010076,66148.2637304,Yes,175115.556672,23.7737147877,639907.675777,86.479783617,1517.52130461,90,Below_30,2,850.933563711,14,Car,Services_or_Retail,600.832379351,2,No,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
9326,Greys,7,690.812922714,86063.0095444,Education,186.947919397,No,460.358210041,Yes,Female,After_16:00,0.510103190783,0.43946165638,5.44124505483,7.20715985168,9.42869782913,4.99667197,5073.0,27.5386744179,589.512343104,5782.60678662,71490.3222203,Yes,211929.681552,24.2798752695,696237.495954,12.968682358,35146.4724862,100,30-45,1,935.363129824,7,Motorcycle_or_truck,Hightech,717.532400053,1,No,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
9327,Yellows,1,187.908052996,32651.0515581,Healthcare,62.6360176654,No,521.282367159,No,Female,After_16:00,0.623684043996,0.137102283537,8.99796835613,2.42286886554,4.44618131965,5.01135865459,6242.0,70.0530742761,550.132438118,6313.08854783,72333.5028344,Yes,271735.306311,23.4549022193,606668.816417,91.3647160865,3995.90672665,80,Below_30,1,970.31498631,8,Foot_or_bicycle,Public_Sector,846.135110575,0,No,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0
9328,Greens,3,356.153236575,96608.2871491,Other,118.717745525,No,813.764502702,No,Male,By_16:00,0.288667193614,0.719418218592,2.12684069062,3.89046795433,8.05945690256,5.63250466017,4834.0,37.1944128769,926.620641599,9990.88631022,102721.185742,Yes,662212.665858,30.4404441755,1718717.02346,34.7531997366,14222.6208481,50,45_and_up,5,1236.15106833,11,Car,Student_or_Unemployed,641.632081242,0,Yes,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0
9329,Yellows,3,554.788446441,87929.5690499,Financial,184.929482147,No,475.476208709,Yes,Female,By_16:00,0.791170349112,0.268092169659,8.31759082386,0.499911671504,9.62460501585,6.05279996991,3685.0,77.0330185071,582.91814441,5920.59837591,69798.9244321,Yes,226077.625049,24.1436978197,680728.35791,15.5851408374,34393.8428493,60,30-45,2,900.051718909,7,Foot_or_bicycle,Industry_or_other,655.755536138,2,No,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
9330,Yellows,8,640.530110491,85646.3152807,Healthcare,213.51003683,No,401.134843833,Yes,Female,By_16:00,0.509052734356,0.937316335505,9.51465282124,6.21794950916,3.3183141076,7.45146224042,8094.0,73.051191587,594.698225024,5200.74488838,68757.76805,Yes,160909.162937,24.3864352668,708367.554176,53.0971078435,45810.0458641,80,Below_30,0,887.572706533,16,Motorcycle_or_truck,Services_or_Retail,624.461639256,0,No,4.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0
9331,Yellows,8,524.918950802,71042.9945109,Environment,174.972983601,No,406.022650177,Yes,Female,By_16:00,0.388153003529,0.0843566001859,7.29572128039,7.329777712,2.66612078063,3.2611737214,9530.0,70.7447388442,647.289608929,5354.80571963,72668.134505,Yes,164854.392457,25.441886898,838991.636599,35.7956551714,30800.5179737,90,Below_30,3,927.132059526,14,Foot_or_bicycle,Hightech,607.938292943,0,No,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
9332,Blues,2,842.327792491,115218.8791,Education,280.77593083,No,410.358818007,Yes,Male,By_16:00,0.980264457176,0.702373126987,4.43715631962,6.64467555471,5.1912910887,6.62173834629,7135.0,72.4327134201,532.228613941,5168.04540796,63282.8872647,Yes,168394.359516,23.0700804927,567551.845041,87.2609168757,79125.8992645,100,Below_30,2,818.487248332,20,Car,Public_Sector,596.891227969,0,No,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0
9333,Yellows,5,634.731519535,83839.5783395,Environment,211.577173178,No,396.260036374,Yes,Female,After_16:00,0.132336989511,0.34266013978,3.05988998385,1.45093575586,9.01534672827,2.34783314401,3263.0,71.6734829824,543.1819219,5048.96420754,64846.7509391,Yes,157022.016427,23.3062635766,591136.668271,94.1498466302,44986.4773833,90,Below_30,1,847.093571798,4,Public_or_other,Student_or_Unemployed,637.207676902,0,No,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0
9334,Pinks,1,837.998575968,210580.997121,Military,279.332858656,No,753.871199164,No,Female,After_16:00,0.957282627001,0.463030182058,5.02745246515,6.54589483514,1.57684349455,6.15136843873,8906.0,21.9309398672,182.354594115,7903.42117987,36410.338476,Yes,568321.784929,13.5038733005,67661.8393873,61.068949406,78316.1787836,30,30-45,1,435.292353771,20,Public_or_other,Services_or_Retail,391.572198303,1,Yes,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0
9335,Oranges,9,355.762113004,52862.0078411,Environment,118.587371001,No,445.76422763,Yes,Female,By_16:00,0.842304608319,0.205706671113,5.13882915024,6.89745556563,5.81702847499,8.92090268666,9455.0,11.1815090757,608.592149353,5674.82657501,73371.1720864,Yes,198705.746635,24.6696605034,741968.30353,24.4036980439,14191.551932,90,Below_30,4,964.17475432,10,Foot_or_bicycle,Services_or_Retail,743.73079428,1,No,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0
9336,Yellows,4,556.015143858,72925.7856982,Social,185.338381286,No,393.473738101,Yes,Male,By_16:00,0.587587273214,0.80595258926,8.68156095268,5.62966031022,8.71039360296,5.64124525292,9119.0,54.9009008566,563.397703895,5061.5327888,65771.8919539,Yes,154821.582575,23.7360001663,635846.594119,25.3230773378,34545.653959,70,30-45,2,850.992744155,3,Foot_or_bicycle,Services_or_Retail,609.174873681,0,No,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0
9337,Browns,10,1335.55902123,192481.221274,Healthcare,445.186340409,Yes,432.361022347,Yes,Female,By_16:00,0.932681594044,0.953222708311,2.63629620196,6.27987926127,1.20287864469,7.565582979,9631.0,12.6463227905,77.1965918844,4478.00340723,18515.8308814,No,186936.053645,8.78615910876,12577.9436695,60.3751570685,198646.064027,80,45_and_up,3,221.190559948,20,Car,Student_or_Unemployed,216.955050035,0,No,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
9338,Blues,7,418.583939344,81826.4007714,Social,139.527979781,No,586.451555449,No,Female,By_16:00,0.52478898922,0.862711925758,5.78197070397,5.27965127025,4.53786081402,5.43600937352,6171.0,67.3185255844,677.506358898,7219.52827229,79691.7509772,Yes,343925.426889,26.0289523204,919301.034937,28.1304073287,19617.5851216,60,30-45,2,1005.82622253,19,Car,Services_or_Retail,674.850687946,2,No,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
9339,Oranges,10,408.204711868,57561.4959747,Healthcare,136.068237289,No,423.034038813,Yes,Female,By_16:00,0.304482429521,0.288253688021,5.14698072802,5.26469957549,6.18278461974,7.56201947341,4054.0,6.19184975512,601.662588097,5433.66556433,73037.7365301,Yes,178957.797995,24.5288113878,725198.910861,10.3187646018,18660.6334363,80,45_and_up,1,968.868229311,8,Motorcycle_or_truck,Student_or_Unemployed,770.136992286,1,No,4.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0
9340,Yellows,3,322.758548087,45122.3142747,Social,107.586182696,No,419.406220614,Yes,Female,By_16:00,0.54276735289,0.434005502379,1.64790612878,9.19753583381,2.77761247242,9.63131069206,8859.0,16.0733503522,587.18827055,5368.43874724,69907.7823651,Yes,175901.57789,24.2319679463,690696.615276,51.084798784,11692.3728897,70,45_and_up,3,913.949521441,19,Car,Hightech,866.043692666,0,No,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
9341,Blues,1,653.73623067,94656.2544189,Social,217.91207689,No,434.37819404,Yes,Male,After_16:00,0.335001756437,0.172376457136,6.88981029904,6.64573415415,7.13483544998,3.41765111079,3542.0,14.6037354367,583.286299037,5510.35453847,67805.0601574,Yes,188684.415457,24.1513208549,681488.353524,47.1736396896,47713.5853313,70,45_and_up,3,867.47650888,15,Public_or_other,Public_Sector,598.162040686,4,No,7.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0
9342,Oranges,5,607.573663436,79398.3655556,Financial,202.524554479,No,392.043156249,Yes,Male,After_16:00,0.77872431837,0.496833780082,4.81589157367,7.27376927156,6.67552855099,2.53191270866,6042.0,15.6478279736,580.706883521,5081.84532953,70831.8177387,Yes,153697.836361,24.097860559,675613.035486,25.0330381095,41228.7197212,60,Below_30,1,946.852106464,12,Motorcycle_or_truck,Services_or_Retail,770.02319134,5,No,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0
9343,Oranges,3,162.410760854,25230.7617463,Education,54.1369202847,No,466.054618801,Yes,Female,After_16:00,0.424629119225,0.0203699392732,8.7793179648,2.1763479244,8.61658417154,3.99195006117,6288.0,33.1717677182,596.910380206,5854.36694842,74082.9116028,Yes,217206.907706,24.4317494299,713880.3696,90.6544632511,2994.94305819,100,Below_30,1,983.980296819,7,Car,Public_Sector,800.310985508,0,No,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
9344,Oranges,1,970.514290947,134566.143748,Financial,323.504763649,No,415.963407248,Yes,Female,After_16:00,0.175182718318,0.0805495185778,6.48488448001,4.8893241887,9.00917943101,6.83671619743,9772.0,67.1671122313,544.750567732,5249.13520794,67633.9681188,Yes,173025.556169,23.3398921962,594670.697009,11.7820185842,104988.836867,60,Below_30,0,901.057607705,11,Motorcycle_or_truck,Public_Sector,738.371512042,0,No,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0
