,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_IssueInt,Looking_at_poles_resultsInt,MarriedInt,GenderInt,Voting_TimeInt,Will_vote_only_large_partyInt,Age_groupInt,Main_transportationInt,OccupationInt,Financial_agenda_mattersInt
1565,Yellows,5,857.992049761,144411.740136,Healthcare,285.99734992,No,504.940833111,No,Male,After_16:00,0.719197791768,0.631644703448,7.61248792754,4.46363860508,0.316898683086,2.49097860884,8734.0,25.5019480363,680.920546948,6411.249425,78316.9609637,Yes,254965.244943,26.0944543332,928483.972173,79.5845172135,82090.4815114,80,30-45,3,995.046989585,10,Foot_or_bicycle,Public_Sector,663.448828042,0,No,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
1566,Yellows,9,727.156006742,99341.0772293,Financial,242.385335581,No,409.847720331,Yes,Female,After_16:00,0.823254091199,0.651373922825,4.97505863896,6.21451514307,0.367109405342,4.54349794658,7282.0,77.7225180296,544.712885457,5187.90297422,63901.0646705,Yes,167975.15386,23.3390849319,594424.825608,59.6188104944,59003.0362401,60,Below_30,2,821.587729559,11,Public_or_other,Student_or_Unemployed,580.722721229,0,No,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0
1567,Oranges,6,267.944095301,38020.0840267,Environment,89.3146984338,No,425.686753618,Yes,Male,By_16:00,0.0528383438941,0.259999890579,8.36032096297,5.01635819441,9.12547432818,4.15010805475,3919.0,6.66633853689,574.026550463,5404.92063711,70534.7155838,Yes,181209.212206,23.9588511925,660204.122667,54.5767340343,8076.43005476,90,30-45,6,936.92989111,7,Car,Hightech,755.474640662,1,No,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1568,Yellows,5,179.751790093,24419.8094373,Environment,59.9172633644,No,407.558824721,Yes,Female,By_16:00,0.936260081362,0.288635116303,0.648818465415,4.80095161125,2.61852547061,7.63761841925,6479.0,73.7621851964,581.222235701,5238.03271861,68103.7767468,Yes,166104.195608,24.1085510909,676694.285453,65.546501521,3659.99571244,90,45_and_up,3,882.931935266,20,Motorcycle_or_truck,Industry_or_other,638.152081325,0,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
1569,Yellows,8,430.318537387,69696.4030095,Social,143.439512462,No,485.894031659,Yes,Male,By_16:00,0.160164168803,0.647490310483,1.38872631593,0.536508383229,4.0958158765,1.00631712703,9606.0,66.7254751548,584.36948513,6027.67928685,73238.7927293,Yes,236093.010002,24.1737354401,684263.85109,65.3290505754,20728.3332479,70,Below_30,1,970.805317624,19,Car,Services_or_Retail,792.566755682,1,No,7.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0
1570,Greys,1,1005.46040309,212268.883198,Healthcare,335.153467695,No,633.348312513,No,Female,By_16:00,0.895086124772,0.937548206886,0.585950147361,7.56956652738,6.79122285452,5.05368770566,7886.0,61.4032688783,591.040815915,7515.56475696,73043.1755396,Yes,401130.084963,24.311331019,699953.709552,15.8142256783,112673.000376,80,30-45,2,921.206108045,13,Foot_or_bicycle,Hightech,651.869084941,0,No,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1571,Blues,1,178.032705593,35635.4850369,Social,59.3442351977,No,600.487729233,No,Male,After_16:00,0.462980656419,0.324112058152,8.92513757804,6.01543512661,2.45339709101,8.70054722298,9808.0,42.5034068059,647.732671435,7300.3426352,76616.8052024,Yes,360585.512959,25.4505927521,840360.0585,15.4745364329,3591.08248639,70,45_and_up,2,960.179918316,11,Motorcycle_or_truck,Hightech,634.343482202,0,No,7.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
1572,Reds,5,264.530896053,32439.0418348,Education,88.1769653508,No,367.885668392,Yes,Female,After_16:00,0.0380220978986,0.64845474693,0.0623824936338,4.30929723429,3.12585509615,2.64087646734,9051.0,42.3075205879,714.73217759,5108.32103909,82694.7940499,Yes,135339.865008,26.7344754501,1022899.5424,37.668568152,7873.35418384,100,45_and_up,0,1098.79021102,15,Motorcycle_or_truck,Public_Sector,837.4853687,2,No,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
1573,Greens,4,624.419438187,201447.555201,Other,208.139812729,No,967.847297254,No,Female,After_16:00,0.747843640624,0.0940550775267,0.211198781617,6.56789156608,1.96715024533,1.9603841682,8455.0,85.9770404175,756.091099668,11190.6551719,87381.4902535,Yes,936728.390802,27.4971107513,1144779.29704,52.9299459886,43540.3214556,50,45_and_up,1,1004.24059392,4,Motorcycle_or_truck,Industry_or_other,453.947748989,0,Yes,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
1574,Greys,10,378.779551828,53076.7337602,Environment,126.259850609,No,420.376972602,Yes,Male,By_16:00,0.506243365584,0.997505031759,4.45936135249,7.4832600588,6.86296027387,6.81012904271,5311.0,36.9101237273,572.721138435,5349.21200289,69969.5459411,Yes,176716.799094,23.9315928938,657188.749026,59.7502092598,16077.8097265,90,Below_30,0,927.170337766,12,Public_or_other,Student_or_Unemployed,739.367231829,2,No,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0
1575,Greys,4,155.826905087,31850.3361658,Environment,51.9423016955,No,613.186846291,No,Female,After_16:00,0.72809709725,0.554673174862,3.95696999738,1.65559893474,3.0333435256,4.16425977834,3727.0,78.4995569848,595.074549135,7322.01756118,72741.9714363,Yes,375998.108465,24.3941498957,709490.269735,45.9216614487,2759.94500713,90,Below_30,1,916.708194472,8,Car,Services_or_Retail,639.644831241,0,No,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
1576,Yellows,1,192.11944186,34678.1187631,Environment,64.0398139534,No,541.508736867,No,Female,After_16:00,0.659383295337,0.114945841022,5.03074866952,0.321071259677,7.05301871756,3.66971589392,5339.0,80.0043076044,516.773670308,6448.63470928,68531.8474605,Yes,293231.712103,22.7326564727,535443.487702,16.8568994617,4175.13758514,90,45_and_up,1,910.210335858,2,Motorcycle_or_truck,Public_Sector,781.926317788,0,No,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
1577,Reds,9,353.89501549,72806.1111153,Education,117.965005163,No,617.183977692,No,Female,After_16:00,0.689558126731,0.862446780084,2.34159473795,7.04682616284,5.79953818349,2.5216236501,9163.0,24.5130755007,698.473903564,7568.78758405,83453.1694363,Yes,380916.06232,26.4286568626,977101.516658,69.8683519848,14043.7074484,100,30-45,1,1061.71729207,6,Car,Services_or_Retail,742.744762195,1,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
1578,Reds,1,738.193549451,98369.0697282,Environment,246.064516484,No,399.769422808,Yes,Male,After_16:00,0.369057811797,0.453383748885,0.184334802907,0.16075077001,9.01290243492,6.22904647142,9882.0,91.3468746236,741.163225047,5480.02067817,85640.025197,Yes,159815.591412,27.2243131235,1099905.66031,65.5663429759,60803.8107889,90,45_and_up,3,1132.04312755,17,Foot_or_bicycle,Student_or_Unemployed,850.038565455,1,No,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0
1579,Blues,6,326.755002481,63403.7464772,Environment,108.91833416,No,582.121889451,No,Male,By_16:00,0.0986386861186,0.479965462815,3.87088948861,5.65327462507,0.615141978487,8.05707603227,9646.0,46.5857988223,640.789771291,7102.79843709,75983.9421867,Yes,338865.894178,25.3138256945,822459.73554,79.6825436177,11982.1218504,90,30-45,4,957.198817079,3,Motorcycle_or_truck,Public_Sector,644.551667943,0,No,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0
1580,Pinks,4,456.220000918,148333.266515,Military,152.073333639,No,975.406160733,No,Female,After_16:00,0.126854427392,0.368459913181,1.56450692564,9.33687131619,4.81676261174,1.57072860282,3297.0,42.9898189614,684.535366949,11123.1323412,92776.6097807,Yes,951417.178396,26.1636267927,939094.56405,80.4371073842,23288.3721378,30,45_and_up,0,1179.53278747,14,Car,Services_or_Retail,931.820682276,2,Yes,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0
1581,Reds,3,585.74269723,79355.2823897,Environment,195.247565743,No,406.434170319,Yes,Female,By_16:00,0.048636876978,0.732697319705,7.31950208778,7.72887920029,5.39814161602,4.92312827148,8918.0,47.317486885,733.030034773,5530.40177274,85025.7577677,Yes,165188.734803,27.0745274155,1075929.19246,93.1856147945,38326.8594944,60,30-45,3,1123.71771116,13,Car,Public_Sector,846.694525671,0,No,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
1582,Yellows,5,163.790373904,24341.1342947,Social,54.5967913014,No,445.83452094,Yes,Male,By_16:00,0.607790268958,0.733292731224,7.71431488683,9.55007100943,5.68890482653,8.24910286814,4651.0,41.5978172328,614.750885288,5687.84697998,70907.5603246,Yes,198768.420062,24.7941703892,756908.280039,34.3449052889,3045.40641171,70,45_and_up,1,905.431045496,19,Public_or_other,Hightech,615.143593285,0,No,7.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0
1583,Yellows,7,172.096958259,25579.2893264,Social,57.3656527529,No,445.899037122,Yes,Female,By_16:00,0.0893860540818,0.884202838177,1.62355285604,5.59052160243,5.37319922121,3.84125435958,5770.0,41.6121324524,636.324015373,5731.63840197,73706.1228033,Yes,198825.951307,25.2254636305,810934.13968,42.0957895229,3358.18376852,70,45_and_up,2,948.149298905,1,Car,Student_or_Unemployed,661.735562715,0,No,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0
1584,Reds,2,719.722803598,149239.482218,Education,239.907601199,No,622.070670007,No,Male,After_16:00,0.272777681006,0.657115248498,8.95483364118,1.54451456154,1.99382389197,8.27917199116,4799.0,55.8876068564,654.478610098,7529.66392027,78857.2196395,Yes,386971.918483,25.5827795616,858008.908883,19.6831383044,57805.5647145,100,30-45,2,997.405847427,11,Car,Public_Sector,692.336062678,0,No,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
1585,Blues,9,197.584009058,26655.2621908,Environment,65.8613363527,No,404.717906846,Yes,Female,After_16:00,0.064315946307,0.63524617441,9.83543807175,9.17503817705,0.197196635418,2.91962352814,3441.0,19.7278163861,582.909343611,5212.99775568,67031.4172392,Yes,163796.584122,24.1435155603,680569.083007,91.1584293004,4413.57696252,90,Below_30,0,858.969881107,9,Car,Student_or_Unemployed,587.759362346,0,No,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0
1586,Yellows,5,140.310107393,17860.1184122,Social,46.7700357975,No,381.87095878,Yes,Female,After_16:00,0.831026440253,0.443452690262,8.62747497624,1.36627631262,8.19842732744,3.73609495815,8717.0,67.2066212632,587.975604816,4994.66079743,68912.6341591,Yes,145825.429159,24.2482082805,692491.311175,93.7541854568,2244.2062843,70,30-45,1,901.773389659,17,Car,Public_Sector,668.816498893,0,No,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1587,Oranges,10,760.84413826,104355.947604,Healthcare,253.614712753,No,411.474344177,Yes,Female,After_16:00,0.494899140438,0.0451393683907,5.96320315963,4.31486288318,3.80774149904,8.09094347991,3303.0,88.1643427769,562.645926948,5240.03529566,68741.7465382,Yes,169311.135916,23.7201586619,634289.961633,32.3273395421,64584.0372377,80,30-45,0,911.333301961,2,Car,Public_Sector,727.60906658,0,No,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1588,Greys,4,343.354209659,82430.0777477,Education,114.45140322,No,429.899426503,Yes,Female,After_16:00,0.974695664831,0.716119353427,9.63244543178,5.56862030644,7.05816869158,1.84063991066,3997.0,27.1912787808,598.865108995,5496.72448302,71734.4771396,Yes,187407.411605,24.4717205973,718436.866454,44.8841322912,13223.5751022,100,30-45,0,941.033283561,20,Car,Student_or_Unemployed,718.129485632,3,No,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
1589,Yellows,10,252.050180059,38036.4261499,Environment,84.0167266864,No,452.724447262,Yes,Female,By_16:00,0.0116098255385,0.657563153422,5.9784771828,8.2244702382,3.95531977061,7.64027654193,9995.0,18.1172325974,563.412527092,5654.0695268,72551.9251158,Yes,204959.425149,23.7363124156,636190.189179,87.4639167683,7152.82708978,90,Below_30,3,982.400400521,14,Motorcycle_or_truck,Services_or_Retail,860.113362824,0,No,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0
1590,Oranges,1,177.763926684,47779.5800976,Financial,59.2546422281,No,806.343238284,No,Male,After_16:00,0.8624214835,0.484557845863,7.42748009507,9.92719418602,7.67560248962,3.1039678026,9023.0,10.3202963248,836.835978515,9737.10433987,95472.4130551,Yes,650189.417926,28.9281174381,1402049.50093,2.96665958595,3580.36726781,60,45_and_up,1,1155.91061151,2,Public_or_other,Public_Sector,644.247814046,1,No,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0
1591,Pinks,10,44.0341694416,8898.25956578,Military,14.6780564805,No,606.22873182,No,Female,After_16:00,0.484543412458,0.0978359959554,8.72958575143,7.79787221691,5.13576060766,0.498914213385,6560.0,25.4575673258,186.259664595,6434.80664739,35269.7055809,Yes,367513.275284,13.6476981427,70439.077693,1.08732434455,240.123398526,30,30-45,1,447.018396804,4,Car,Student_or_Unemployed,437.523650973,1,Yes,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0
1592,Greys,9,423.0412778,85924.2500638,Financial,141.013759267,No,609.332383668,No,Male,After_16:00,0.558732203674,0.710321005434,4.79296074249,0.377501149196,8.91686997842,0.675421301275,5610.0,36.8677445222,606.72745021,7306.7787371,73061.0279654,Yes,371285.953786,24.6318381411,737471.564036,18.2102854364,20035.8940618,60,45_and_up,3,914.904931084,15,Foot_or_bicycle,Public_Sector,615.833975056,1,No,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0
1593,Greens,8,66.2711033133,19440.6363754,Other,22.0903677711,No,880.050372035,No,Female,After_16:00,0.484420643421,0.514950871933,0.148794883862,9.94526141323,3.31391336862,4.85358017962,4543.0,77.7836165857,886.395953632,10573.2956276,104004.496088,Yes,774488.657319,29.7724025506,1573073.96984,47.4617210217,520.074716034,50,45_and_up,1,1279.93451446,12,Public_or_other,Hightech,788.346237969,0,Yes,6.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0
1594,Greens,9,195.22861297,59083.3799918,Foreign_Affairs,65.0762043234,No,907.910665751,No,Male,By_16:00,0.0990363983437,0.370481871301,8.66650642361,9.78304501157,8.71939500095,2.50343324384,4722.0,16.5834998479,955.866973703,10990.8406049,108048.527787,Yes,824301.776984,30.9170984037,1828983.19648,47.321010544,4309.98857347,40,Below_30,0,1302.04283363,11,Car,Student_or_Unemployed,701.942981454,1,Yes,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0
1595,Greens,9,235.40040888,60649.9478982,Foreign_Affairs,78.4668029601,No,772.937670585,No,Female,By_16:00,0.837802558905,0.400930407224,8.02650404396,9.60760523798,7.37966393353,4.15541111259,4901.0,49.8985991115,809.999276801,9349.37525945,94800.0139386,Yes,597432.642609,28.4604862362,1313713.6437,9.69624344725,6245.50596974,40,45_and_up,3,1172.81771171,20,Motorcycle_or_truck,Hightech,733.049191069,0,Yes,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
1596,Blues,7,151.976752044,28745.3890133,Social,50.658917348,No,567.429990969,No,Female,By_16:00,0.369434333639,0.155582580017,0.467277686112,3.1927236123,5.2536879736,3.97193272598,9450.0,37.1130567044,658.501316489,6991.30254267,77999.7357123,Yes,321976.794651,25.661280492,868506.846346,45.2858808916,2626.98482422,70,Below_30,3,990.118543649,19,Foot_or_bicycle,Hightech,681.448719423,1,No,7.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
1597,Greys,7,701.825118739,152906.66445,Education,233.941706246,No,653.610110415,No,Male,After_16:00,0.690880281385,0.0411691199988,3.98460012628,1.25068496447,5.52119317465,2.58314266801,9355.0,10.320983571,587.407407822,7710.9159198,73073.0019981,Yes,427206.176437,24.236489181,691409.363355,46.6836721869,54972.6636277,100,45_and_up,3,919.441536674,5,Foot_or_bicycle,Services_or_Retail,650.827717187,3,No,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0
1598,Browns,10,1814.8935561,310866.791356,Education,604.964518701,Yes,513.859543406,No,Female,By_16:00,0.999188406393,0.10755076725,7.87423417205,3.56441167416,6.06225054478,3.94265676616,3194.0,64.5386338932,514.412978472,6167.421391,54069.9309123,No,264051.630349,22.6806741186,529947.079185,22.493220563,146414.583965,100,Below_30,3,605.255034892,4,Motorcycle_or_truck,Student_or_Unemployed,181.794799852,0,No,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0
1599,Oranges,9,681.337236394,96984.2357375,Education,227.112412131,No,427.031859806,Yes,Male,By_16:00,0.269202777185,0.488310643705,4.43798834691,3.2249119645,4.54088167753,6.40018468723,5866.0,96.4049528586,586.697709684,5443.71401743,71172.6468119,Yes,182356.209289,24.2218436475,689603.579932,84.0566425119,51817.1601563,100,45_and_up,2,939.802612099,17,Motorcycle_or_truck,Services_or_Retail,738.142974805,0,No,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0
1600,Oranges,8,603.317663863,82716.717027,Education,201.105887954,No,411.30927527,Yes,Female,After_16:00,0.916705436539,0.63826089818,6.96746052243,0.0332537293434,8.89647961594,9.56179443281,4173.0,33.4082855843,566.351117451,5245.7949876,70747.8084981,Yes,169175.319923,23.7981326463,642730.549292,46.5642666211,40654.6840578,100,45_and_up,4,951.878703284,12,Public_or_other,Hightech,802.063540103,0,No,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0
1601,Browns,3,1547.51702467,391814.161425,Education,515.839008222,Yes,759.566754704,No,Male,After_16:00,0.323408453725,0.265653311973,8.56438807212,2.76029221015,0.517149923835,9.2422336177,4726.0,6.81386624929,724.888005775,9045.44355859,76721.609027,No,576941.654851,26.9237442748,1051947.76223,71.6411979869,266615.721412,100,45_and_up,1,854.832700995,8,Car,Industry_or_other,252.953640653,0,No,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1602,Oranges,5,562.340046858,80514.7392114,Social,187.446682286,No,429.534085263,Yes,Female,After_16:00,0.474509041524,0.691018226789,2.82817819156,9.25881352508,2.30963061797,3.45173023641,7258.0,61.9333100272,556.496746438,5408.33434551,68320.4180745,Yes,184499.530403,23.5901832642,620534.122066,0.0137194059789,35333.7053823,70,45_and_up,2,902.465674015,8,Car,Industry_or_other,717.330387388,3,No,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1603,Oranges,3,256.484031957,67782.9696492,Social,85.4946773191,No,792.832627419,No,Female,By_16:00,0.0520359415095,0.215775617165,1.57970307628,3.41013526311,0.831753390376,2.37295151455,8616.0,84.4276688993,854.061815191,9636.44990457,97665.3794372,Yes,628583.575099,29.2243360094,1460335.66529,16.6648137383,7404.83452722,70,30-45,2,1192.77106067,2,Public_or_other,Services_or_Retail,689.664328515,1,No,7.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0
1604,Pinks,4,316.132951915,98108.3968856,Other,105.377650638,No,931.01712072,No,Male,After_16:00,0.820829660632,0.489383293781,7.55475341342,8.15302459523,0.479728609789,1.23865499394,4126.0,17.574737058,336.519339588,9983.20988638,50865.3477696,Yes,866792.879074,18.3444634587,227784.440673,47.0436777454,11219.8269047,50,30-45,3,572.414977492,7,Public_or_other,Services_or_Retail,352.891719582,2,Yes,6.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0
1605,Yellows,1,540.045126926,61673.4083242,Social,180.015042309,No,342.6014156,Yes,Male,After_16:00,0.996679371921,0.580412907992,6.08920452651,1.22822618345,8.53827503975,9.34299855027,3899.0,86.6449392401,513.517541172,4453.04923834,59675.7952452,Yes,117375.729971,22.6609254262,528308.35629,57.663438865,32595.4304997,70,30-45,1,774.038273969,9,Car,Public_Sector,555.224690707,2,No,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
1606,Pinks,2,184.623234724,55451.4412426,Other,61.5410782413,No,901.047606368,No,Male,After_16:00,0.0258564066608,0.208998797694,4.41169556696,3.14855684759,4.66586839408,7.10907283938,8260.0,60.8572854195,603.117740015,10216.7115437,78216.2379913,Yes,811886.788942,24.5584555706,729049.977703,84.5740283839,3858.84538934,50,30-45,1,951.367454518,10,Foot_or_bicycle,Student_or_Unemployed,636.913455735,1,Yes,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0
1607,Blues,9,239.172411287,33982.6461534,Healthcare,79.7241370958,No,426.25291902,Yes,Female,By_16:00,0.735028532334,0.254419247853,9.07436810201,0.947214472108,2.32435242739,7.28220002027,3923.0,15.0750296423,590.089478626,5442.70814745,68628.496953,Yes,181691.550973,24.2917574215,697463.744535,41.2203736138,6445.66217276,80,30-45,4,881.858845265,1,Public_or_other,Hightech,616.306045198,0,No,4.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
1608,Greens,9,414.987465865,130860.483317,Other,138.329155288,No,946.007969502,No,Male,After_16:00,0.180956062628,0.151873268187,2.41829035105,2.50971402973,1.94637036417,6.63817941444,7425.0,31.3739242731,880.402756954,11220.8852089,94756.9892526,Yes,894931.078362,29.6715816389,1552031.97622,80.8627438964,19283.2843581,50,30-45,4,1315.93294946,3,Car,Public_Sector,857.939342503,0,Yes,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
1609,Greys,7,174.202477563,39370.4965644,Environment,58.067492521,No,678.012685844,No,Female,By_16:00,0.715198846534,0.0908806340303,3.23686966673,4.26137733273,0.511961420998,6.615382093,7234.0,24.051917484,616.289105578,8012.70506959,76637.7625944,Yes,459701.202165,24.8251708066,760999.858536,0.318416557275,3439.90118019,90,30-45,1,966.1227351,7,Foot_or_bicycle,Services_or_Retail,687.322542993,0,No,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0
1610,Pinks,6,683.639246984,116134.627964,Other,227.879748995,No,509.631191348,No,Female,After_16:00,0.0382831711322,0.853463685839,6.45126320422,2.07271770341,1.60714559024,8.7077301112,9384.0,92.1584517229,153.358552838,5430.56344022,42057.5356034,Yes,259723.951194,12.9277129985,57252.2703338,18.4472225374,52167.0597509,50,45_and_up,4,636.675094882,10,Public_or_other,Student_or_Unemployed,870.597577425,0,Yes,6.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0
1611,Greys,7,486.803173535,74508.1118956,Social,162.267724512,No,459.167786569,Yes,Female,By_16:00,0.102854372235,0.777484594844,9.06695457175,4.25710168201,1.11485642847,9.97655512299,5033.0,19.173390069,588.009460309,5767.6967863,71268.1920061,Yes,210835.056222,24.2489063735,692693.400473,36.9416077854,26503.0821427,70,45_and_up,4,932.116223582,10,Public_or_other,Public_Sector,713.981861295,1,No,7.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0
1612,Reds,5,585.820041286,117786.160158,Social,195.273347095,No,603.18605642,No,Female,By_16:00,0.927908701356,0.401816748781,1.24386137119,4.03920349665,4.87791876309,3.6397884693,3098.0,91.7288255878,675.942616266,7383.74579673,79779.8915378,Yes,363833.41866,25.9988964432,915081.780038,58.7041307706,38336.9534329,70,Below_30,3,1004.54346631,3,Public_or_other,Public_Sector,671.753012059,3,No,7.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0
1613,Blues,5,235.455984167,31233.7911884,Education,78.4853280556,No,397.957069967,Yes,Female,After_16:00,0.127743931953,0.323774155462,0.824946481735,7.65867956914,4.64310005773,5.04332521465,6026.0,89.6929799812,563.409031475,5106.38876262,65983.4130866,Yes,158369.829536,23.7362387811,635882.448842,13.2657082519,6248.43204805,100,45_and_up,3,854.372974002,5,Public_or_other,Student_or_Unemployed,615.018277356,0,No,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0
1614,Yellows,5,936.587030158,121230.573234,Education,312.195676719,No,388.315989857,Yes,Female,After_16:00,0.266008939361,0.280712858774,8.00859240815,3.61458327388,3.3786956314,0.141900563613,4312.0,65.1690844446,599.315366658,5081.79063189,69409.5617341,Yes,150789.307979,24.4809184194,719402.349093,95.3761148034,97788.336239,100,30-45,5,901.32326754,4,Car,Public_Sector,646.215677124,0,No,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1615,Pinks,5,863.296286356,170979.762082,Other,287.765428785,No,594.163665883,No,Male,By_16:00,0.238665351178,0.86493999674,3.631459116,2.11388094816,9.51431590598,7.03354379861,7553.0,40.846346668,499.220339814,6940.07733846,65636.1420806,Yes,353030.461856,22.3432392418,499724.22132,44.3525940878,83106.7074328,50,30-45,3,847.795815366,18,Foot_or_bicycle,Hightech,678.162285889,1,Yes,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1616,Pinks,10,121.209796449,10708.4481619,Military,40.403265483,No,265.039175271,Yes,Male,After_16:00,0.722902720096,0.983333276352,9.17888049968,5.15709717991,7.70243548788,1.42478666268,7966.0,26.342938561,53.4704367165,2757.33262615,28133.8222767,Yes,70245.7644285,7.31234823545,6834.54139621,34.4190523727,1682.82712717,30,45_and_up,1,495.290818393,13,Car,Public_Sector,841.327015642,1,Yes,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
1617,Pinks,2,102.165271651,33463.7073935,Other,34.0550905503,No,982.634515213,No,Male,By_16:00,0.773609310621,0.647337481147,9.50492982054,4.96205605334,5.96122621093,5.10997561971,6089.0,76.8993640086,833.50017271,11493.3454976,106326.146271,Yes,965570.590488,28.8704030576,1391435.16014,9.5643786015,1203.80428294,50,Below_30,3,1347.13851339,11,Motorcycle_or_truck,Student_or_Unemployed,997.449812855,2,Yes,6.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0
1618,Greys,7,102.544567328,15520.7362465,Education,34.1815224425,No,380.836660944,Yes,Male,After_16:00,0.136334520299,0.493221045705,2.45020912495,3.86812674347,5.43287448818,2.7940759901,3116.0,58.6614551721,617.783823083,5776.24785507,74349.1584435,Yes,206177.767595,24.8552574536,764525.915461,22.0147208078,1212.55799893,100,30-45,2,975.483900293,12,Motorcycle_or_truck,Industry_or_other,748.14331486,1,No,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
